CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
504,BNS,303,1,1
505,BNS,303,1,1
506,BNS,318,1,1
506,IT,66C,1,2
506,IT,66D,1,3
507,BNS,303,1,1
508,BNS,316,1,1
509,BNS,303,1,1
510,BNS,303,1,1
511,BNS,305,1,1
511,BNS,331,1,2
512,BNS,316,1,1
513,BNS,303,1,1
514,BNS,117,1,1
515,BNS,318,1,1
516,BNS,103,1,1
517,BNS,115,1,1
518,BNS,303,1,1
519,BNS,115,1,1
520,BNS,109,1,1
521,BNS,303,1,1
522,BNS,309,1,1
523,BNS,303,1,1
524,BNS,303,1,1
525,BNS,303,1,1
526,BNS,305,1,1
526,BNS,331,1,2
527,BNS,309,1,1
528,BNS,85,1,1
529,BNS,117,1,1
530,BNS,103,1,1
531,BNS,303,1,1
532,BNS,74,1,1
533,BNS,191,1,1
534,BNS,115,1,1
535,BNS,318,1,1
536,BNS,305,1,1
536,BNS,331,1,2
537,BNS,303,1,1
538,BNS,303,1,1
539,BNS,117,1,1
540,BNS,318,1,1
541,BNS,316,1,1
542,BNS,318,1,1
543,BNS,303,1,1
544,BNS,318,1,1
545,BNS,304,1,1
546,BNS,303,1,1
547,IT,66C,1,1
548,BNS,109,1,1
549,BNS,304,1,1
550,BNS,304,1,1
551,BNS,303,1,1
552,BNS,303,1,1
553,BNS,318,1,1
553,IT,66C,1,2
553,IT,66D,1,3
554,BNS,318,1,1
555,BNS,318,1,1
555,IT,66C,1,2
555,IT,66D,1,3
556,BNS,303,1,1
557,BNS,304,1,1
558,BNS,304,1,1
559,BNS,85,1,1
560,BNS,305,1,1
560,BNS,331,1,2
561,BNS,318,1,1
561,IT,66C,1,2
561,IT,66D,1,3
562,BNS,303,1,1
563,BNS,318,1,1
564,BNS,303,1,1
565,BNS,85,1,1
566,BNS,85,1,1
567,BNS,303,1,1
568,BNS,303,1,1
569,BNS,318,1,1
570,BNS,304,1,1
571,BNS,115,1,1
572,BNS,115,1,1
573,BNS,303,1,1
574,BNS,303,1,1
575,BNS,304,1,1
576,BNS,303,1,1
577,BNS,115,1,1
578,BNS,303,1,1
579,BNS,303,1,1
580,BNS,303,1,1
581,BNS,303,1,1
582,BNS,191,1,1
583,BNS,305,1,1
583,BNS,331,1,2
584,BNS,309,1,1
585,BNS,304,1,1
586,BNS,304,1,1
587,BNS,85,1,1
588,BNS,303,1,1
589,BNS,115,1,1
590,BNS,303,1,1
591,BNS,305,1,1
591,BNS,331,1,2
592,BNS,318,1,1
592,IT,66C,1,2
592,IT,66D,1,3
593,BNS,303,1,1
594,BNS,305,1,1
594,BNS,331,1,2
595,BNS,305,1,1
595,BNS,331,1,2
596,BNS,303,1,1
597,BNS,115,1,1
598,BNS,304,1,1
599,BNS,309,1,1
600,BNS,303,1,1
601,BNS,115,1,1
602,BNS,303,1,1
603,BNS,309,1,1
604,BNS,318,1,1
604,IT,66C,1,2
604,IT,66D,1,3
605,BNS,74,1,1
606,BNS,85,1,1
607,BNS,303,1,1
608,BNS,109,1,1
609,BNS,115,1,1
610,BNS,305,1,1
610,BNS,331,1,2
611,IT,66C,1,1
612,BNS,318,1,1
613,BNS,115,1,1
614,BNS,305,1,1
614,BNS,331,1,2
615,BNS,74,1,1
616,BNS,74,1,1
617,BNS,115,1,1
618,BNS,85,1,1
619,BNS,318,1,1
619,IT,66C,1,2
619,IT,66D,1,3
620,BNS,318,1,1
621,BNS,303,1,1
622,BNS,74,1,1
623,BNS,318,1,1
624,BNS,318,1,1
624,IT,66C,1,2
624,IT,66D,1,3
625,BNS,309,1,1
626,BNS,74,1,1
627,BNS,318,1,1
627,IT,66C,1,2
627,IT,66D,1,3
628,BNS,303,1,1
629,BNS,304,1,1
630,BNS,303,1,1
631,BNS,74,1,1
632,BNS,303,1,1
633,BNS,305,1,1
633,BNS,331,1,2
634,BNS,303,1,1
635,BNS,303,1,1
636,BNS,303,1,1
637,BNS,303,1,1
638,BNS,115,1,1
639,BNS,304,1,1
640,BNS,303,1,1
641,BNS,115,1,1
642,BNS,189,1,1
643,BNS,318,1,1
644,BNS,109,1,1
645,BNS,115,1,1
646,BNS,318,1,1
646,IT,66C,1,2
646,IT,66D,1,3
647,BNS,318,1,1
648,BNS,305,1,1
648,BNS,331,1,2
649,BNS,305,1,1
649,BNS,331,1,2
650,BNS,303,1,1
651,BNS,304,1,1
652,BNS,303,1,1
653,BNS,115,1,1
654,BNS,318,1,1
654,IT,66C,1,2
654,IT,66D,1,3
655,BNS,304,1,1
656,BNS,303,1,1
657,BNS,304,1,1
658,IT,66C,1,1
659,BNS,115,1,1
660,BNS,316,1,1
661,BNS,303,1,1
662,BNS,117,1,1
663,BNS,74,1,1
664,BNS,189,1,1
665,BNS,305,1,1
665,BNS,331,1,2
666,BNS,303,1,1
667,BNS,303,1,1
668,BNS,115,1,1
669,BNS,316,1,1
670,BNS,303,1,1
671,IT,66C,1,1
672,BNS,309,1,1
673,BNS,305,1,1
673,BNS,331,1,2
674,BNS,318,1,1
675,BNS,303,1,1
676,BNS,305,1,1
676,BNS,331,1,2
677,BNS,305,1,1
677,BNS,331,1,2
678,BNS,303,1,1
679,BNS,303,1,1
680,BNS,85,1,1
681,BNS,303,1,1
682,BNS,85,1,1
683,BNS,303,1,1
684,BNS,303,1,1
685,BNS,318,1,1
686,BNS,318,1,1
687,BNS,115,1,1
688,BNS,74,1,1
689,BNS,85,1,1
690,BNS,309,1,1
691,BNS,318,1,1
691,IT,66C,1,2
691,IT,66D,1,3
692,BNS,305,1,1
692,BNS,331,1,2
693,BNS,309,1,1
694,BNS,318,1,1
695,BNS,115,1,1
696,BNS,115,1,1
697,BNS,115,1,1
698,BNS,303,1,1
699,BNS,316,1,1
700,BNS,318,1,1
701,BNS,117,1,1
702,BNS,115,1,1
703,BNS,103,1,1
704,BNS,316,1,1
705,BNS,85,1,1
706,BNS,303,1,1
707,IT,66C,1,1
708,BNS,318,1,1
709,BNS,309,1,1
710,BNS,305,1,1
710,BNS,331,1,2
711,BNS,303,1,1
712,BNS,117,1,1
713,BNS,305,1,1
713,BNS,331,1,2
714,BNS,309,1,1
715,BNS,316,1,1
716,BNS,74,1,1
717,BNS,318,1,1
718,BNS,309,1,1
719,BNS,85,1,1
720,BNS,318,1,1
721,BNS,318,1,1
722,BNS,191,1,1
723,BNS,318,1,1
723,IT,66C,1,2
723,IT,66D,1,3
724,BNS,303,1,1
725,BNS,189,1,1
726,BNS,103,1,1
727,BNS,303,1,1
728,BNS,304,1,1
729,BNS,85,1,1
730,BNS,304,1,1
731,BNS,309,1,1
732,BNS,303,1,1
733,BNS,303,1,1
734,BNS,303,1,1
735,BNS,117,1,1
736,BNS,303,1,1
737,BNS,303,1,1
738,BNS,303,1,1
739,BNS,303,1,1
740,BNS,115,1,1
741,BNS,309,1,1
742,BNS,305,1,1
742,BNS,331,1,2
743,BNS,318,1,1
744,IT,66C,1,1
745,BNS,318,1,1
745,IT,66C,1,2
745,IT,66D,1,3
746,BNS,115,1,1
747,BNS,117,1,1
748,BNS,304,1,1
749,BNS,305,1,1
749,BNS,331,1,2
750,BNS,115,1,1
751,BNS,117,1,1
752,BNS,303,1,1
753,BNS,318,1,1
754,BNS,316,1,1
755,BNS,305,1,1
755,BNS,331,1,2
756,BNS,303,1,1
757,BNS,191,1,1
758,BNS,305,1,1
758,BNS,331,1,2
759,BNS,303,1,1
760,BNS,309,1,1
761,IT,66C,1,1
762,BNS,316,1,1
763,BNS,305,1,1
763,BNS,331,1,2
764,BNS,303,1,1
765,BNS,318,1,1
765,IT,66C,1,2
765,IT,66D,1,3
766,BNS,303,1,1
767,BNS,318,1,1
768,BNS,304,1,1
769,BNS,303,1,1
770,BNS,318,1,1
771,BNS,318,1,1
772,BNS,303,1,1
773,BNS,191,1,1
774,BNS,305,1,1
774,BNS,331,1,2
775,BNS,117,1,1
776,BNS,318,1,1
776,IT,66C,1,2
776,IT,66D,1,3
777,BNS,309,1,1
778,BNS,115,1,1
779,BNS,115,1,1
780,BNS,303,1,1
781,BNS,303,1,1
782,BNS,303,1,1
783,BNS,318,1,1
784,BNS,115,1,1
785,BNS,303,1,1
786,BNS,115,1,1
787,BNS,305,1,1
787,BNS,331,1,2
788,BNS,303,1,1
789,BNS,316,1,1
790,BNS,303,1,1
791,BNS,115,1,1
792,BNS,115,1,1
793,BNS,115,1,1
794,BNS,304,1,1
795,BNS,318,1,1
796,BNS,117,1,1
797,BNS,303,1,1
798,BNS,115,1,1
799,BNS,74,1,1
800,IT,66C,1,1
801,BNS,74,1,1
802,BNS,304,1,1
803,BNS,304,1,1
804,BNS,303,1,1
805,BNS,303,1,1
806,BNS,115,1,1
807,BNS,115,1,1
808,BNS,74,1,1
809,BNS,305,1,1
809,BNS,331,1,2
810,BNS,304,1,1
811,BNS,316,1,1
812,BNS,318,1,1
813,BNS,303,1,1
814,BNS,303,1,1
815,BNS,304,1,1
816,BNS,316,1,1
817,BNS,318,1,1
818,BNS,309,1,1
819,BNS,103,1,1
820,BNS,303,1,1
821,BNS,303,1,1
822,BNS,303,1,1
823,BNS,304,1,1
824,BNS,115,1,1
825,BNS,318,1,1
825,IT,66C,1,2
825,IT,66D,1,3
826,BNS,115,1,1
827,BNS,318,1,1
828,BNS,303,1,1
829,BNS,305,1,1
829,BNS,331,1,2
830,BNS,304,1,1
831,BNS,303,1,1
832,BNS,303,1,1
833,BNS,303,1,1
834,IT,66C,1,1
835,BNS,305,1,1
835,BNS,331,1,2
836,BNS,303,1,1
837,BNS,115,1,1
838,BNS,304,1,1
839,BNS,309,1,1
840,BNS,305,1,1
840,BNS,331,1,2
841,BNS,117,1,1
842,BNS,74,1,1
843,BNS,115,1,1
844,BNS,115,1,1
845,BNS,303,1,1
846,BNS,303,1,1
847,BNS,117,1,1
848,BNS,85,1,1
849,BNS,303,1,1
850,BNS,117,1,1
851,BNS,318,1,1
852,BNS,303,1,1
853,BNS,115,1,1
854,BNS,305,1,1
854,BNS,331,1,2
855,BNS,85,1,1
856,IT,66C,1,1
857,BNS,115,1,1
858,BNS,117,1,1
859,BNS,316,1,1
860,BNS,303,1,1
861,BNS,318,1,1
862,BNS,115,1,1
863,BNS,115,1,1
864,BNS,74,1,1
865,BNS,303,1,1
866,BNS,318,1,1
867,BNS,189,1,1
868,BNS,117,1,1
869,BNS,303,1,1
870,BNS,85,1,1
871,BNS,309,1,1
872,BNS,191,1,1
873,BNS,318,1,1
873,IT,66C,1,2
873,IT,66D,1,3
874,BNS,303,1,1
875,BNS,305,1,1
875,BNS,331,1,2
876,BNS,303,1,1
877,BNS,318,1,1
878,BNS,303,1,1
879,BNS,318,1,1
879,IT,66C,1,2
879,IT,66D,1,3
880,BNS,115,1,1
881,BNS,303,1,1
882,BNS,117,1,1
883,BNS,318,1,1
883,IT,66C,1,2
883,IT,66D,1,3
884,BNS,318,1,1
885,BNS,303,1,1
886,BNS,318,1,1
886,IT,66C,1,2
886,IT,66D,1,3
887,BNS,85,1,1
888,BNS,117,1,1
889,BNS,85,1,1
890,BNS,304,1,1
891,BNS,191,1,1
892,BNS,305,1,1
892,BNS,331,1,2
893,BNS,109,1,1
894,BNS,303,1,1
895,BNS,309,1,1
896,BNS,318,1,1
896,IT,66C,1,2
896,IT,66D,1,3
897,BNS,318,1,1
897,IT,66C,1,2
897,IT,66D,1,3
898,BNS,305,1,1
898,BNS,331,1,2
899,BNS,117,1,1
900,BNS,305,1,1
900,BNS,331,1,2
901,BNS,303,1,1
902,BNS,318,1,1
903,BNS,309,1,1
904,BNS,117,1,1
905,BNS,303,1,1
906,BNS,303,1,1
907,BNS,318,1,1
907,IT,66C,1,2
907,IT,66D,1,3
908,BNS,85,1,1
909,BNS,318,1,1
909,IT,66C,1,2
909,IT,66D,1,3
910,BNS,309,1,1
911,BNS,303,1,1
912,BNS,304,1,1
913,BNS,305,1,1
913,BNS,331,1,2
914,BNS,74,1,1
915,BNS,115,1,1
916,BNS,318,1,1
916,IT,66C,1,2
916,IT,66D,1,3
917,BNS,109,1,1
918,BNS,74,1,1
919,BNS,318,1,1
920,BNS,115,1,1
921,BNS,303,1,1
922,BNS,309,1,1
923,BNS,85,1,1
924,BNS,318,1,1
924,IT,66C,1,2
924,IT,66D,1,3
925,BNS,115,1,1
926,BNS,318,1,1
926,IT,66C,1,2
926,IT,66D,1,3
927,BNS,115,1,1
928,BNS,304,1,1
929,BNS,303,1,1
930,BNS,316,1,1
931,BNS,303,1,1
932,BNS,303,1,1
933,BNS,103,1,1
934,BNS,115,1,1
935,BNS,115,1,1
936,BNS,318,1,1
936,IT,66C,1,2
936,IT,66D,1,3
937,BNS,318,1,1
938,BNS,318,1,1
938,IT,66C,1,2
938,IT,66D,1,3
939,BNS,85,1,1
940,BNS,305,1,1
940,BNS,331,1,2
941,BNS,85,1,1
942,BNS,318,1,1
943,BNS,318,1,1
943,IT,66C,1,2
943,IT,66D,1,3
944,BNS,318,1,1
945,BNS,115,1,1
946,BNS,85,1,1
947,BNS,74,1,1
948,BNS,305,1,1
948,BNS,331,1,2
949,BNS,318,1,1
950,BNS,303,1,1
951,BNS,117,1,1
952,BNS,303,1,1
953,BNS,305,1,1
953,BNS,331,1,2
954,BNS,115,1,1
955,BNS,304,1,1
956,IT,66C,1,1
957,BNS,305,1,1
957,BNS,331,1,2
958,BNS,109,1,1
959,BNS,85,1,1
960,BNS,305,1,1
960,BNS,331,1,2
961,BNS,74,1,1
962,BNS,305,1,1
