ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
188,430,1,2025-12-11,29,1,12,1044,1,505,1,0
189,436,1,2021-03-23,29,6,19,1111,6,507,1,0
190,440,1,2022-11-23,29,8,21,1122,8,510,1,0
191,441,1,2026-07-04,29,1,12,1049,1,511,1,0
192,443,1,2025-05-11,29,2,14,1070,2,513,1,0
193,444,1,2026-05-12,29,1,12,1043,1,514,1,0
194,447,1,2021-03-29,29,4,17,1093,4,518,1,0
195,449,1,2022-05-06,29,7,20,1118,7,520,1,0
196,450,1,2023-05-24,29,8,21,1127,8,522,1,0
197,451,1,2021-11-29,29,1,7,1010,1,523,1,0
198,456,1,2023-06-14,29,1,9,1024,1,527,1,0
199,457,1,2024-01-27,29,1,11,1037,1,528,1,0
200,460,1,2025-08-12,29,1,9,1026,1,535,1,0
201,461,1,2026-05-16,29,1,10,1031,1,537,1,0
202,463,1,2021-05-07,29,1,11,1035,1,539,1,0
203,465,1,2024-12-07,29,2,14,1071,2,542,1,0
204,468,1,2025-02-04,29,4,17,1094,4,546,1,0
205,473,2,2026-12-16,29,1,10,1033,1,550,1,0
206,475,1,2025-05-12,29,1,10,1033,1,553,1,0
207,476,1,2021-10-21,29,1,6,1002,1,554,1,0
208,480,1,2022-06-30,29,1,12,1046,1,557,1,0
209,481,1,2023-12-29,29,1,6,1009,1,559,1,0
210,482,1,2023-04-18,29,6,19,1111,6,560,1,0
211,483,1,2025-06-29,29,6,19,1109,6,561,1,0
212,484,1,2023-11-05,29,1,7,1010,1,563,1,0
213,486,2,2026-07-16,29,1,7,1015,1,565,1,0
214,488,1,2024-08-23,29,1,12,1048,1,566,1,0
215,489,1,2024-01-28,29,7,20,1116,7,568,1,0
216,499,1,2021-07-07,29,1,8,1020,1,579,1,0
217,500,2,2024-06-27,29,2,13,1056,2,582,1,0
218,501,1,2021-10-12,29,1,9,1025,1,583,1,0
219,505,1,2024-08-18,29,3,16,1087,3,588,1,0
220,508,1,2022-04-13,29,1,9,1024,1,591,1,0
221,509,1,2021-06-02,29,1,8,1021,1,592,1,0
222,511,1,2022-05-02,29,1,9,1023,1,593,1,0
223,514,1,2025-04-07,29,7,20,1114,7,596,1,0
224,516,1,2025-04-27,29,1,8,1018,1,599,1,0
225,518,1,2025-05-21,29,1,6,1008,1,600,1,0
226,519,1,2024-03-09,29,4,17,1091,4,601,1,0
227,524,1,2022-12-31,29,1,8,1020,1,605,1,0
228,525,1,2022-01-10,29,1,12,1052,1,606,1,0
229,533,1,2023-05-02,29,4,17,1094,4,612,1,0
230,535,1,2023-12-14,29,1,10,1033,1,615,1,0
231,537,1,2024-03-30,29,3,15,1078,3,616,1,0
232,538,1,2021-11-19,29,1,9,1028,1,617,1,0
233,539,1,2026-07-03,29,1,11,1037,1,618,1,0
234,541,2,2026-09-12,29,1,7,1011,1,619,1,0
235,543,1,2023-08-20,29,5,18,1097,5,622,1,0
236,545,1,2024-04-26,29,2,14,1072,2,624,1,0
237,546,1,2022-09-15,29,1,11,1037,1,626,1,0
238,547,1,2025-05-30,29,4,17,1096,4,627,1,0
239,548,1,2023-11-10,29,1,8,1020,1,628,1,0
240,553,1,2025-12-24,29,2,13,1054,2,634,1,0
241,557,1,2022-07-19,29,4,17,1095,4,636,1,0
242,558,1,2022-12-05,29,1,9,1023,1,637,1,0
243,560,1,2025-11-11,29,2,14,1066,2,639,1,0
244,564,2,2022-09-13,29,1,7,1014,1,642,1,0
245,571,1,2024-06-28,29,2,14,1063,2,647,1,0
246,575,1,2021-04-25,29,1,12,1044,1,650,1,0
247,576,1,2025-08-19,29,2,14,1070,2,651,1,0
248,579,1,2021-12-02,29,7,20,1119,7,654,1,0
249,582,1,2024-10-05,29,2,14,1070,2,658,1,0
250,585,1,2022-12-22,29,1,10,1034,1,661,1,0
251,586,1,2026-10-08,29,1,8,1016,1,663,1,0
252,587,1,2025-03-10,29,3,15,1081,3,664,1,0
253,588,1,2021-12-03,29,2,13,1060,2,665,1,0
254,589,1,2024-03-01,29,7,20,1112,7,668,1,0
255,590,1,2022-05-24,29,1,8,1016,1,670,1,0
256,591,1,2025-08-12,29,4,17,1092,4,672,1,0
257,593,1,2026-04-14,29,1,6,1009,1,673,1,0
258,594,1,2023-12-17,29,2,13,1057,2,675,1,0
259,596,1,2023-06-21,29,2,13,1056,2,676,1,0
260,600,1,2022-01-28,29,1,9,1027,1,682,1,0
261,603,1,2023-05-28,29,1,7,1010,1,685,1,0
262,605,1,2021-08-27,29,1,8,1020,1,686,1,0
263,607,2,2022-01-16,29,4,17,1092,4,687,1,0
264,608,1,2026-11-25,29,3,15,1075,3,688,1,0
265,612,1,2025-05-08,29,7,20,1117,7,692,1,0
266,613,1,2025-10-12,29,1,6,1001,1,693,1,0
267,614,1,2021-10-02,29,3,15,1082,3,694,1,0
268,617,1,2023-07-03,29,2,14,1068,2,698,1,0
269,620,1,2024-01-15,29,2,14,1068,2,700,1,0
270,621,1,2021-09-01,29,6,19,1106,6,703,1,0
271,622,1,2021-08-05,29,1,12,1046,1,705,1,0
272,625,1,2024-01-17,29,2,13,1059,2,708,1,0
273,626,1,2021-09-15,29,7,20,1116,7,709,1,0
274,629,1,2023-04-12,29,1,7,1011,1,714,1,0
275,631,1,2026-05-05,29,1,10,1032,1,715,1,0
276,635,1,2025-11-17,29,8,21,1122,8,716,1,0
277,636,1,2021-12-13,29,3,15,1076,3,717,1,0
278,637,1,2025-07-01,29,2,14,1069,2,718,1,0
279,638,2,2021-03-27,29,1,6,1005,1,719,1,0
280,640,1,2025-10-13,29,1,6,1003,1,721,1,0
281,642,1,2023-12-01,29,1,8,1016,1,723,1,0
282,644,1,2023-12-03,29,8,21,1124,8,724,1,0
283,646,1,2021-11-24,29,6,19,1108,6,727,1,0
284,647,1,2021-04-18,29,1,6,1001,1,728,1,0
285,648,1,2026-08-11,29,7,20,1112,7,730,1,0
286,649,1,2026-02-08,29,6,19,1109,6,731,1,0
287,651,1,2022-10-03,29,3,15,1079,3,735,1,0
288,652,1,2027-01-19,29,6,19,1105,6,736,1,0
289,653,1,2025-09-28,29,4,17,1095,4,738,1,0
290,655,2,2023-08-03,29,2,13,1055,2,739,1,0
291,657,1,2025-02-13,29,3,16,1088,3,741,1,0
292,658,1,2022-10-13,29,5,18,1098,5,743,1,0
293,661,1,2025-10-31,29,1,10,1029,1,747,1,0
294,664,2,2025-01-07,29,2,14,1064,2,749,1,0
295,671,1,2025-09-12,29,1,12,1050,1,753,1,0
296,672,1,2027-02-11,29,3,16,1087,3,756,1,0
297,673,1,2025-12-30,29,6,19,1108,6,757,1,0
298,674,1,2024-05-01,29,1,11,1042,1,758,1,0
299,678,1,2025-06-15,29,1,11,1038,1,763,1,0
300,680,1,2022-07-02,29,4,17,1092,4,768,1,0
301,681,1,2022-05-14,29,1,12,1052,1,769,1,0
302,682,1,2025-10-19,29,2,14,1067,2,771,1,0
303,683,1,2024-05-07,29,1,10,1030,1,773,1,0
304,684,1,2024-09-03,29,5,18,1097,5,774,1,0
305,685,1,2025-06-03,29,3,16,1086,3,776,1,0
306,686,1,2022-09-18,29,1,9,1025,1,778,1,0
307,689,1,2024-04-27,29,7,20,1112,7,784,1,0
308,690,2,2021-11-18,29,5,18,1100,5,786,1,0
309,691,1,2023-07-08,29,1,7,1013,1,787,1,0
310,692,1,2025-01-07,29,5,18,1104,5,789,1,0
311,697,1,2027-01-20,29,2,14,1064,2,793,1,0
312,703,1,2027-01-27,29,2,14,1063,2,799,1,0
313,704,1,2024-02-04,29,1,8,1017,1,802,1,0
314,705,1,2025-10-25,29,6,19,1106,6,803,1,0
315,706,1,2022-04-15,29,1,6,1004,1,806,1,0
316,707,2,2025-02-07,29,1,8,1020,1,808,1,0
317,709,1,2024-11-26,29,1,10,1033,1,811,1,0
318,710,1,2023-04-24,29,8,21,1120,8,812,1,0
319,711,2,2021-03-02,29,1,9,1027,1,813,1,0
320,714,1,2023-01-26,29,1,10,1032,1,814,1,0
321,715,1,2023-05-29,29,4,17,1091,4,815,1,0
322,716,1,2023-01-27,29,1,8,1016,1,817,1,0
323,717,1,2023-05-24,29,4,17,1092,4,819,1,0
324,721,1,2027-01-04,29,2,13,1056,2,822,1,0
325,723,1,2023-08-05,29,8,21,1129,8,824,1,0
326,724,1,2024-11-03,29,3,16,1084,3,825,1,0
327,725,2,2023-12-01,29,1,7,1010,1,826,1,0
328,732,1,2025-06-10,29,1,11,1042,1,832,1,0
329,733,1,2023-02-23,29,7,20,1119,7,835,1,0
330,735,1,2026-07-01,29,1,8,1021,1,837,1,0
331,736,1,2026-02-11,29,4,17,1092,4,838,1,0
332,738,1,2022-05-21,29,1,10,1030,1,841,1,0
333,739,2,2023-12-01,29,4,17,1091,4,844,1,0
334,741,2,2023-11-14,29,1,6,1001,1,847,1,0
335,742,2,2023-11-20,29,2,13,1060,2,849,1,0
336,743,1,2023-07-22,29,8,21,1128,8,850,1,0
337,744,1,2025-12-05,29,1,6,1006,1,852,1,0
338,746,1,2021-04-12,29,2,13,1061,2,854,1,0
339,747,1,2023-12-29,29,1,11,1036,1,855,1,0
340,753,1,2024-04-21,29,2,14,1067,2,862,1,0
341,754,2,2024-12-07,29,1,8,1021,1,865,1,0
342,755,1,2024-05-22,29,2,14,1063,2,866,1,0
343,756,1,2025-10-05,29,1,11,1039,1,867,1,0
344,757,1,2021-09-13,29,4,17,1095,4,868,1,0
345,759,1,2021-09-13,29,1,8,1020,1,870,1,0
346,762,1,2023-04-29,29,1,7,1012,1,873,1,0
347,763,1,2023-02-15,29,1,8,1018,1,875,1,0
348,765,1,2021-08-31,29,6,19,1106,6,880,1,0
349,767,2,2026-01-21,29,1,9,1024,1,883,1,0
350,770,1,2026-06-22,29,1,7,1012,1,887,1,0
351,773,1,2023-05-14,29,6,19,1108,6,890,1,0
352,775,2,2025-10-09,29,6,19,1108,6,892,1,0
353,776,1,2026-08-25,29,2,14,1070,2,893,1,0
354,779,1,2022-06-03,29,2,14,1069,2,898,1,0
355,781,1,2022-05-27,29,1,7,1014,1,902,1,0
356,782,1,2026-07-01,29,1,8,1016,1,904,1,0
357,783,1,2022-08-08,29,8,21,1120,8,906,1,0
358,786,1,2023-05-09,29,1,11,1042,1,910,1,0
359,790,1,2022-02-12,29,1,11,1037,1,914,1,0
360,795,1,2026-08-29,29,6,19,1110,6,919,1,0
361,797,2,2026-12-02,29,3,15,1077,3,921,1,0
362,799,2,2023-10-27,29,1,11,1037,1,923,1,0
363,800,1,2026-11-14,29,7,20,1119,7,925,1,0
364,803,1,2021-11-23,29,7,20,1114,7,928,1,0
365,804,1,2026-11-10,29,7,20,1112,7,929,1,0
366,808,1,2021-06-25,29,1,11,1039,1,936,1,0
367,811,1,2024-07-21,29,2,14,1070,2,938,1,0
368,816,1,2025-09-24,29,1,12,1052,1,946,1,0
369,823,1,2023-11-03,29,8,21,1126,8,952,1,0
370,825,1,2025-07-29,29,1,8,1019,1,953,1,0
371,827,1,2021-11-08,29,1,7,1010,1,954,1,0
372,834,2,2023-05-08,29,1,12,1044,1,958,1,0
373,837,2,2023-01-13,29,3,15,1078,3,959,1,0
374,838,1,2021-12-31,29,6,19,1105,6,961,1,0
375,839,1,2024-08-01,29,5,18,1101,5,962,1,0
376,844,1,2023-07-30,29,1,6,1007,1,963,1,0
377,845,1,2022-09-19,29,5,18,1104,5,964,1,0
378,846,1,2024-02-19,29,5,18,1104,5,966,1,0
379,849,1,2026-06-21,29,6,19,1108,6,967,1,0
380,851,1,2022-12-21,29,2,14,1066,2,971,1,0
381,852,1,2026-05-08,29,2,13,1061,2,972,1,0
382,853,1,2025-12-24,29,1,12,1048,1,973,1,0
383,854,1,2022-11-15,29,5,18,1099,5,975,1,0
384,857,1,2025-06-24,29,1,7,1010,1,978,1,0
385,858,1,2023-09-22,29,1,10,1032,1,979,1,0
386,860,1,2025-01-30,29,8,21,1127,8,981,1,0
387,863,1,2021-10-03,29,2,13,1058,2,985,1,0
388,867,1,2024-04-17,29,1,11,1038,1,991,1,0
389,868,1,2025-04-27,29,1,6,1004,1,994,1,0
390,872,1,2022-09-05,29,1,7,1015,1,997,1,0
391,873,1,2026-06-24,29,2,14,1072,2,998,1,0
392,875,1,2023-01-29,29,6,19,1107,6,999,1,0
393,876,1,2022-07-11,29,1,11,1037,1,1000,1,0
394,877,1,2024-11-27,29,2,13,1059,2,1001,1,0
395,879,1,2026-02-20,29,3,16,1089,3,1003,1,0
396,880,1,2022-08-20,29,2,14,1067,2,1004,1,0
397,881,1,2024-04-03,29,1,12,1047,1,1005,1,0
398,884,1,2025-06-06,29,1,10,1031,1,1010,1,0
399,888,1,2022-12-30,29,4,17,1094,4,1015,1,0
400,892,1,2025-11-17,29,1,7,1011,1,1020,1,0
401,898,1,2026-09-22,29,6,19,1110,6,1026,1,0
402,899,1,2026-04-04,29,1,6,1008,1,1027,1,0
403,903,1,2021-08-11,29,1,10,1032,1,1028,1,0
404,908,1,2025-01-04,29,7,20,1119,7,1030,1,0
405,909,1,2022-11-10,29,3,15,1080,3,1033,1,0
406,911,1,2026-08-08,29,3,15,1080,3,1035,1,0
407,913,1,2025-12-22,29,4,17,1093,4,1040,1,0
408,916,1,2023-11-17,29,1,10,1034,1,1042,1,0
409,917,1,2021-05-18,29,2,14,1070,2,1044,1,0
410,919,2,2023-03-06,29,1,9,1027,1,1045,1,0
411,920,1,2021-10-03,29,1,6,1004,1,1047,1,0
412,921,2,2023-12-09,29,1,10,1032,1,1049,1,0
413,922,1,2022-09-28,29,1,7,1012,1,1051,1,0
414,925,1,2024-08-21,29,5,18,1097,5,1053,1,0
415,926,2,2022-07-01,29,8,21,1124,8,1055,1,0
416,927,1,2022-10-30,29,1,12,1051,1,1056,1,0
417,928,1,2024-08-06,29,5,18,1101,5,1057,1,0
418,930,1,2024-11-20,29,6,19,1109,6,1058,1,0
419,936,1,2023-03-15,29,1,12,1045,1,1062,1,0
420,938,1,2025-06-03,29,1,6,1001,1,1065,1,0
421,945,1,2021-03-30,29,6,19,1106,6,1071,1,0
422,946,1,2022-03-01,29,2,14,1068,2,1073,1,0
423,947,1,2024-01-20,29,1,7,1015,1,1074,1,0
424,956,1,2022-02-25,29,4,17,1094,4,1087,1,0
425,958,1,2021-09-21,29,3,16,1086,3,1091,1,0
426,961,1,2025-12-05,29,1,11,1039,1,1096,1,0
427,964,1,2021-05-13,29,1,6,1002,1,1100,1,0
428,965,2,2023-04-30,29,1,6,1003,1,1101,1,0
429,966,1,2023-08-11,29,2,14,1069,2,1102,1,0
430,967,1,2021-12-24,29,6,19,1108,6,1103,1,0
431,969,1,2022-11-23,29,1,11,1042,1,1105,1,0
432,972,1,2025-08-14,29,1,6,1009,1,1107,1,0
433,976,1,2026-04-06,29,1,7,1012,1,1110,1,0
434,979,1,2022-04-28,29,4,17,1094,4,1116,1,0
435,980,1,2023-01-25,29,3,15,1074,3,1118,1,0
436,981,1,2024-04-06,29,1,6,1005,1,1119,1,0
437,982,1,2022-02-16,29,4,17,1092,4,1120,1,0
438,985,1,2023-09-06,29,1,6,1003,1,1123,1,0
439,986,1,2022-08-17,29,2,14,1064,2,1124,1,0
440,989,1,2024-03-31,29,1,6,1007,1,1127,1,0
441,992,1,2024-12-30,29,1,10,1031,1,1130,1,0
442,996,1,2022-09-09,29,6,19,1109,6,1136,1,0
443,997,1,2024-06-22,29,1,9,1028,1,1139,1,0
444,998,1,2025-10-26,29,3,16,1089,3,1140,1,0
445,999,1,2025-05-26,29,3,15,1078,3,1141,1,0
446,1002,1,2022-06-22,29,4,17,1096,4,1143,1,0
447,1007,1,2022-07-24,29,1,8,1020,1,1149,1,0
448,1008,1,2026-11-02,29,5,18,1102,5,1151,1,0
449,1010,1,2024-09-20,29,1,10,1033,1,1152,1,0
450,1011,2,2021-04-17,29,1,6,1001,1,1153,1,0
451,1012,2,2024-02-24,29,1,12,1045,1,1154,1,0
452,1013,1,2021-10-17,29,3,15,1078,3,1156,1,0
453,1015,1,2024-10-07,29,7,20,1115,7,1159,1,0
454,1021,1,2021-06-01,29,2,13,1060,2,1168,1,0
455,1022,1,2024-11-04,29,1,9,1022,1,1169,1,0
456,1023,1,2021-03-05,29,8,21,1124,8,1171,1,0
