CSID,CaseMasterID,csdate,cstype,PolicePersonID
198,282,2023-07-18 00:00:00,C,1129
199,283,2023-08-21 00:00:00,A,1122
200,285,2026-02-05 00:00:00,B,1080
201,286,2023-01-25 00:00:00,A,1043
202,287,2025-10-18 00:00:00,A,1041
203,288,2022-04-21 00:00:00,A,1033
204,289,2026-12-29 00:00:00,A,1094
205,290,2022-12-20 00:00:00,C,1103
206,291,2025-11-05 00:00:00,A,1006
207,293,2023-07-01 00:00:00,A,1080
208,294,2025-09-27 00:00:00,A,1054
209,297,2024-11-19 00:00:00,A,1089
210,298,2024-11-25 00:00:00,C,1042
211,299,2027-03-23 00:00:00,A,1012
212,300,2026-04-26 00:00:00,C,1028
213,301,2027-01-20 00:00:00,C,1073
214,302,2026-11-18 00:00:00,A,1060
215,303,2026-10-29 00:00:00,C,1085
216,304,2027-03-11 00:00:00,B,1026
217,305,2025-02-21 00:00:00,B,1079
218,306,2024-07-16 00:00:00,A,1008
219,308,2024-02-04 00:00:00,A,1119
220,309,2022-05-28 00:00:00,C,1005
221,311,2027-05-18 00:00:00,A,1072
222,312,2021-12-14 00:00:00,A,1041
223,313,2025-04-12 00:00:00,A,1065
224,314,2021-08-03 00:00:00,A,1024
225,315,2021-08-19 00:00:00,B,1094
226,316,2024-03-03 00:00:00,A,1057
227,320,2025-01-27 00:00:00,A,1071
228,321,2025-10-13 00:00:00,A,1110
229,322,2022-08-17 00:00:00,A,1098
230,324,2022-01-27 00:00:00,C,1047
231,325,2023-04-19 00:00:00,A,1095
232,326,2022-04-21 00:00:00,A,1029
233,327,2022-05-26 00:00:00,A,1001
234,328,2026-12-16 00:00:00,C,1001
235,331,2022-09-11 00:00:00,A,1065
236,332,2023-12-09 00:00:00,A,1080
237,333,2024-10-01 00:00:00,C,1074
238,334,2027-02-01 00:00:00,C,1046
239,335,2023-05-29 00:00:00,A,1076
240,336,2022-09-24 00:00:00,C,1067
241,339,2022-07-29 00:00:00,A,1022
242,340,2027-01-04 00:00:00,C,1089
243,341,2022-08-14 00:00:00,A,1009
244,342,2027-02-05 00:00:00,A,1026
245,343,2024-12-24 00:00:00,B,1019
246,344,2027-02-20 00:00:00,A,1106
247,346,2025-09-26 00:00:00,C,1116
248,347,2026-11-26 00:00:00,A,1084
249,348,2025-11-30 00:00:00,A,1092
250,349,2027-07-28 00:00:00,A,1067
251,350,2025-09-30 00:00:00,A,1034
252,351,2023-09-06 00:00:00,A,1017
253,352,2021-11-25 00:00:00,C,1127
254,356,2024-09-01 00:00:00,A,1041
255,357,2023-12-27 00:00:00,A,1033
256,358,2025-09-03 00:00:00,A,1031
257,359,2027-07-27 00:00:00,A,1087
258,361,2026-10-24 00:00:00,A,1122
259,362,2022-12-25 00:00:00,A,1024
260,363,2026-10-17 00:00:00,A,1114
261,364,2024-07-26 00:00:00,A,1020
262,365,2026-11-19 00:00:00,C,1021
263,366,2023-07-05 00:00:00,C,1027
264,367,2023-10-10 00:00:00,A,1118
265,368,2025-12-13 00:00:00,A,1091
266,369,2024-07-21 00:00:00,A,1007
267,370,2025-02-20 00:00:00,C,1018
268,371,2027-07-17 00:00:00,A,1028
269,373,2027-01-11 00:00:00,C,1010
270,375,2026-11-19 00:00:00,C,1010
271,376,2022-07-11 00:00:00,A,1031
272,377,2023-12-16 00:00:00,C,1014
273,378,2027-06-02 00:00:00,A,1030
274,380,2024-01-16 00:00:00,C,1098
275,381,2026-11-17 00:00:00,A,1092
276,383,2025-09-14 00:00:00,A,1043
277,386,2023-10-18 00:00:00,C,1020
278,389,2023-06-30 00:00:00,A,1005
279,390,2024-06-25 00:00:00,C,1102
280,391,2024-05-30 00:00:00,A,1099
281,392,2024-08-08 00:00:00,A,1040
282,393,2025-07-22 00:00:00,A,1114
283,395,2026-07-16 00:00:00,A,1040
284,396,2024-06-19 00:00:00,C,1110
285,397,2027-08-01 00:00:00,C,1050
286,398,2024-11-12 00:00:00,A,1122
287,401,2024-06-08 00:00:00,C,1068
288,403,2022-03-19 00:00:00,A,1005
289,406,2025-04-21 00:00:00,C,1051
290,408,2021-06-10 00:00:00,A,1061
291,409,2025-03-29 00:00:00,A,1014
292,410,2026-04-23 00:00:00,C,1096
293,412,2025-08-25 00:00:00,A,1111
294,413,2023-12-18 00:00:00,C,1109
295,414,2022-01-31 00:00:00,B,1079
296,415,2026-02-28 00:00:00,A,1084
297,416,2021-09-01 00:00:00,A,1059
298,417,2025-11-19 00:00:00,A,1050
299,419,2023-04-10 00:00:00,A,1052
300,420,2025-09-19 00:00:00,A,1063
301,421,2021-12-09 00:00:00,C,1078
302,424,2026-08-06 00:00:00,A,1093
303,425,2024-09-10 00:00:00,C,1066
304,426,2027-02-09 00:00:00,A,1048
305,427,2023-11-20 00:00:00,C,1094
306,429,2026-03-04 00:00:00,A,1095
307,430,2026-09-21 00:00:00,A,1044
308,431,2024-08-26 00:00:00,C,1029
309,433,2024-01-24 00:00:00,A,1008
310,434,2023-02-05 00:00:00,A,1067
311,435,2025-05-27 00:00:00,B,1105
312,436,2021-03-20 00:00:00,A,1111
313,437,2026-06-06 00:00:00,B,1043
314,438,2021-10-08 00:00:00,A,1125
315,439,2024-08-31 00:00:00,B,1111
316,441,2027-03-11 00:00:00,C,1049
317,442,2022-01-16 00:00:00,A,1028
318,443,2025-11-22 00:00:00,A,1070
319,445,2022-06-29 00:00:00,C,1092
320,448,2021-12-03 00:00:00,A,1095
321,449,2022-07-30 00:00:00,A,1118
322,451,2022-03-12 00:00:00,B,1010
323,452,2022-12-26 00:00:00,A,1010
324,453,2023-05-06 00:00:00,B,1077
325,454,2022-06-01 00:00:00,A,1028
326,455,2025-01-29 00:00:00,C,1057
327,456,2023-08-28 00:00:00,A,1024
328,457,2024-04-06 00:00:00,C,1037
329,459,2027-09-04 00:00:00,A,1005
330,460,2025-09-02 00:00:00,C,1026
331,461,2026-12-06 00:00:00,A,1031
332,462,2023-11-19 00:00:00,A,1068
333,463,2021-06-03 00:00:00,C,1035
334,464,2026-02-11 00:00:00,A,1080
335,466,2025-04-08 00:00:00,A,1028
336,467,2023-01-03 00:00:00,A,1098
337,468,2025-03-24 00:00:00,C,1094
338,469,2023-06-06 00:00:00,A,1011
339,470,2022-01-10 00:00:00,C,1016
340,473,2027-06-21 00:00:00,A,1033
341,475,2025-12-20 00:00:00,A,1033
342,476,2022-03-22 00:00:00,A,1002
343,477,2024-04-18 00:00:00,A,1006
344,478,2022-06-06 00:00:00,A,1090
345,479,2023-04-25 00:00:00,A,1091
346,480,2022-09-29 00:00:00,C,1046
347,481,2024-01-26 00:00:00,A,1009
348,482,2023-08-31 00:00:00,A,1111
349,483,2025-07-28 00:00:00,A,1109
350,484,2024-03-18 00:00:00,A,1010
351,485,2023-09-10 00:00:00,A,1052
352,486,2026-09-18 00:00:00,C,1015
353,487,2023-05-07 00:00:00,A,1030
354,488,2025-01-30 00:00:00,C,1048
355,489,2024-03-19 00:00:00,A,1116
356,490,2025-11-12 00:00:00,A,1053
357,491,2023-03-18 00:00:00,A,1125
358,492,2024-09-12 00:00:00,A,1010
359,493,2025-11-29 00:00:00,A,1013
360,494,2021-06-02 00:00:00,C,1118
361,495,2026-05-31 00:00:00,A,1077
362,496,2022-12-10 00:00:00,A,1081
363,497,2024-08-28 00:00:00,A,1054
364,499,2021-09-08 00:00:00,A,1020
365,500,2024-06-29 00:00:00,A,1056
366,502,2024-09-09 00:00:00,C,1119
367,503,2025-03-26 00:00:00,C,1030
368,504,2026-04-17 00:00:00,A,1116
369,508,2022-07-31 00:00:00,A,1024
370,509,2021-11-23 00:00:00,A,1021
371,510,2022-11-01 00:00:00,A,1016
372,511,2022-11-17 00:00:00,C,1023
373,512,2024-12-19 00:00:00,A,1009
374,513,2023-05-19 00:00:00,A,1101
375,518,2025-07-08 00:00:00,C,1008
376,519,2024-11-13 00:00:00,A,1091
377,520,2025-11-08 00:00:00,C,1041
378,524,2023-07-04 00:00:00,A,1020
379,525,2021-12-27 00:00:00,A,1052
380,526,2022-12-16 00:00:00,A,1032
381,527,2021-02-23 00:00:00,A,1059
382,528,2023-02-17 00:00:00,A,1040
383,529,2022-06-23 00:00:00,A,1069
384,531,2021-04-16 00:00:00,A,1063
385,532,2024-02-03 00:00:00,A,1059
386,534,2026-12-29 00:00:00,A,1033
387,535,2024-02-24 00:00:00,C,1033
388,536,2025-08-05 00:00:00,A,1031
389,537,2024-07-24 00:00:00,C,1078
390,538,2022-06-12 00:00:00,A,1028
391,539,2026-08-18 00:00:00,A,1037
392,540,2026-03-09 00:00:00,A,1036
393,541,2026-11-07 00:00:00,C,1011
394,542,2025-01-19 00:00:00,A,1026
395,545,2024-06-05 00:00:00,A,1072
396,546,2022-11-20 00:00:00,C,1037
397,547,2025-06-30 00:00:00,A,1096
398,548,2023-11-18 00:00:00,A,1020
399,549,2022-07-02 00:00:00,A,1123
400,554,2025-01-10 00:00:00,B,1042
401,555,2025-05-07 00:00:00,A,1115
402,556,2022-08-10 00:00:00,A,1120
403,557,2023-03-08 00:00:00,C,1095
404,559,2021-12-25 00:00:00,C,1020
405,561,2021-10-11 00:00:00,A,1012
406,563,2023-09-02 00:00:00,A,1095
407,564,2022-12-31 00:00:00,A,1014
408,565,2023-04-10 00:00:00,C,1110
409,566,2022-03-24 00:00:00,A,1032
410,568,2024-12-30 00:00:00,C,1123
411,570,2023-04-16 00:00:00,A,1025
412,571,2024-05-14 00:00:00,A,1063
413,573,2022-09-16 00:00:00,A,1042
414,576,2026-02-12 00:00:00,A,1070
415,577,2023-07-23 00:00:00,A,1092
416,578,2027-08-13 00:00:00,A,1047
417,579,2022-05-17 00:00:00,C,1119
418,581,2023-05-01 00:00:00,A,1032
419,582,2025-03-14 00:00:00,A,1070
420,583,2025-04-22 00:00:00,A,1093
421,586,2027-01-29 00:00:00,C,1016
422,587,2025-05-27 00:00:00,C,1081
423,588,2021-11-23 00:00:00,A,1060
424,589,2024-04-08 00:00:00,A,1112
425,590,2022-07-06 00:00:00,A,1016
426,591,2026-02-12 00:00:00,A,1092
427,592,2025-06-27 00:00:00,C,1038
428,593,2026-06-28 00:00:00,A,1009
429,595,2025-05-05 00:00:00,A,1023
430,596,2023-10-09 00:00:00,A,1056
431,597,2025-10-02 00:00:00,A,1036
432,599,2022-01-21 00:00:00,A,1023
433,600,2022-05-14 00:00:00,C,1027
434,601,2025-12-13 00:00:00,C,1113
435,602,2021-12-24 00:00:00,C,1002
436,603,2024-01-19 00:00:00,A,1010
437,607,2022-02-21 00:00:00,A,1092
438,608,2027-08-08 00:00:00,A,1075
439,609,2026-06-19 00:00:00,A,1118
440,610,2025-08-29 00:00:00,A,1087
441,611,2025-01-10 00:00:00,A,1126
442,612,2025-07-28 00:00:00,A,1117
443,613,2026-07-01 00:00:00,C,1001
444,614,2021-10-20 00:00:00,A,1082
445,615,2024-06-04 00:00:00,B,1114
446,616,2024-03-25 00:00:00,B,1059
447,618,2022-10-13 00:00:00,A,1019
448,619,2023-04-08 00:00:00,C,1086
449,620,2024-03-01 00:00:00,A,1068
450,621,2022-04-17 00:00:00,A,1106
451,623,2026-03-23 00:00:00,A,1124
452,624,2025-06-13 00:00:00,C,1079
453,626,2021-10-12 00:00:00,A,1116
454,629,2023-10-10 00:00:00,C,1011
455,630,2023-09-14 00:00:00,C,1105
456,631,2026-09-30 00:00:00,C,1032
457,633,2027-08-12 00:00:00,A,1124
458,634,2022-11-02 00:00:00,A,1053
459,635,2026-07-10 00:00:00,A,1122
460,636,2022-07-28 00:00:00,C,1076
461,637,2025-10-31 00:00:00,A,1069
462,638,2021-07-01 00:00:00,B,1005
463,639,2024-08-11 00:00:00,C,1052
464,640,2026-02-18 00:00:00,A,1003
465,641,2025-05-13 00:00:00,A,1096
466,642,2024-03-07 00:00:00,A,1016
467,645,2025-10-09 00:00:00,C,1111
468,646,2022-06-02 00:00:00,C,1108
469,647,2021-10-01 00:00:00,A,1001
470,648,2026-11-12 00:00:00,C,1112
471,649,2026-05-01 00:00:00,A,1109
472,650,2022-10-26 00:00:00,B,1009
473,651,2023-05-10 00:00:00,A,1079
474,652,2027-08-08 00:00:00,C,1105
475,653,2026-02-21 00:00:00,C,1095
476,654,2027-04-10 00:00:00,A,1093
477,655,2023-12-24 00:00:00,C,1055
478,656,2026-07-08 00:00:00,A,1011
479,658,2023-01-18 00:00:00,C,1098
480,659,2021-12-22 00:00:00,C,1044
481,660,2023-01-07 00:00:00,C,1070
482,661,2026-07-10 00:00:00,A,1029
483,662,2025-12-12 00:00:00,C,1107
484,663,2022-02-28 00:00:00,A,1127
485,664,2025-09-30 00:00:00,A,1064
486,665,2024-12-06 00:00:00,C,1125
487,666,2025-01-13 00:00:00,B,1032
488,667,2022-08-26 00:00:00,A,1064
489,670,2025-11-13 00:00:00,C,1022
490,671,2026-03-19 00:00:00,A,1050
491,672,2027-06-24 00:00:00,A,1087
492,673,2026-01-14 00:00:00,A,1108
493,675,2021-12-12 00:00:00,A,1022
494,676,2025-11-14 00:00:00,A,1125
495,677,2025-06-13 00:00:00,A,1001
496,678,2026-02-26 00:00:00,C,1038
497,679,2022-02-02 00:00:00,C,1019
498,680,2022-08-28 00:00:00,A,1092
499,682,2026-02-22 00:00:00,C,1067
500,684,2024-09-03 00:00:00,C,1097
501,685,2025-10-02 00:00:00,A,1086
502,686,2022-08-26 00:00:00,C,1025
503,687,2024-04-26 00:00:00,A,1006
504,688,2023-10-13 00:00:00,A,1029
505,689,2024-10-17 00:00:00,A,1112
506,691,2023-09-03 00:00:00,C,1013
507,692,2025-03-13 00:00:00,A,1104
508,693,2026-11-10 00:00:00,C,1050
509,696,2023-02-09 00:00:00,A,1056
510,697,2027-02-08 00:00:00,A,1064
511,698,2022-06-29 00:00:00,C,1120
512,699,2023-12-30 00:00:00,A,1059
513,700,2026-11-10 00:00:00,A,1092
514,701,2023-12-13 00:00:00,A,1090
515,703,2026-12-19 00:00:00,A,1063
516,705,2025-11-19 00:00:00,A,1106
517,706,2022-04-20 00:00:00,A,1004
518,707,2025-02-24 00:00:00,A,1020
519,709,2025-03-12 00:00:00,A,1033
520,711,2021-08-25 00:00:00,C,1027
521,714,2023-06-08 00:00:00,C,1032
522,715,2023-08-11 00:00:00,A,1091
523,716,2023-10-09 00:00:00,A,1016
524,717,2023-07-17 00:00:00,A,1092
525,718,2025-12-04 00:00:00,A,1073
526,719,2025-01-20 00:00:00,C,1036
527,720,2026-01-04 00:00:00,A,1025
528,723,2024-02-29 00:00:00,A,1129
529,725,2024-01-09 00:00:00,A,1010
530,726,2024-03-12 00:00:00,C,1055
531,728,2022-01-01 00:00:00,A,1126
532,729,2022-05-16 00:00:00,A,1107
533,730,2025-02-19 00:00:00,C,1120
534,731,2023-03-29 00:00:00,A,1050
535,732,2025-10-30 00:00:00,A,1042
536,734,2021-03-03 00:00:00,A,1075
537,735,2026-12-25 00:00:00,C,1021
538,738,2022-12-10 00:00:00,A,1030
539,739,2024-01-01 00:00:00,C,1091
540,740,2025-05-09 00:00:00,A,1014
541,741,2024-03-21 00:00:00,A,1001
542,742,2024-03-12 00:00:00,A,1060
543,746,2021-10-17 00:00:00,C,1061
544,748,2026-05-09 00:00:00,A,1116
545,749,2024-08-30 00:00:00,A,1035
546,750,2022-05-22 00:00:00,A,1077
547,752,2023-11-15 00:00:00,B,1012
548,753,2024-09-12 00:00:00,A,1067
549,754,2025-02-06 00:00:00,A,1021
550,756,2025-12-28 00:00:00,C,1039
551,757,2022-04-03 00:00:00,A,1095
552,758,2022-02-25 00:00:00,A,1105
553,759,2022-06-22 00:00:00,A,1020
554,760,2023-04-30 00:00:00,A,1097
555,761,2022-03-07 00:00:00,B,1088
556,763,2023-06-03 00:00:00,A,1018
557,765,2021-12-29 00:00:00,A,1106
558,766,2021-07-12 00:00:00,A,1006
559,767,2026-03-06 00:00:00,A,1024
560,768,2026-05-17 00:00:00,A,1118
561,769,2021-11-28 00:00:00,A,1104
562,770,2026-12-31 00:00:00,A,1012
563,771,2021-11-13 00:00:00,A,1044
564,772,2023-11-09 00:00:00,A,1118
565,773,2023-10-13 00:00:00,C,1108
566,774,2022-02-25 00:00:00,B,1049
567,776,2026-10-08 00:00:00,A,1070
568,777,2025-03-14 00:00:00,A,1099
569,780,2024-05-17 00:00:00,A,1096
570,781,2022-12-31 00:00:00,C,1014
571,784,2023-05-02 00:00:00,A,1052
572,785,2026-07-26 00:00:00,A,1064
573,786,2023-05-28 00:00:00,A,1042
574,790,2022-08-28 00:00:00,A,1037
575,793,2024-04-19 00:00:00,C,1119
576,794,2021-10-08 00:00:00,A,1105
577,795,2026-11-15 00:00:00,C,1110
578,796,2021-10-08 00:00:00,B,1116
579,798,2024-01-23 00:00:00,C,1095
580,799,2024-01-27 00:00:00,A,1037
581,800,2027-01-05 00:00:00,A,1119
582,801,2026-06-27 00:00:00,C,1015
583,803,2022-02-25 00:00:00,A,1114
584,804,2027-04-20 00:00:00,A,1112
585,806,2023-12-18 00:00:00,A,1020
586,808,2021-10-06 00:00:00,C,1039
587,810,2025-02-04 00:00:00,A,1076
588,814,2025-09-30 00:00:00,C,1065
589,815,2022-01-11 00:00:00,A,1064
590,816,2026-05-19 00:00:00,C,1052
591,818,2026-11-29 00:00:00,C,1124
592,819,2022-11-28 00:00:00,A,1013
593,820,2024-06-16 00:00:00,A,1025
594,821,2022-10-19 00:00:00,C,1127
595,823,2024-03-26 00:00:00,A,1126
596,824,2022-01-09 00:00:00,A,1004
597,825,2025-11-16 00:00:00,A,1019
598,826,2023-12-25 00:00:00,A,1020
599,827,2022-05-29 00:00:00,A,1010
600,829,2022-02-02 00:00:00,A,1113
601,830,2023-09-26 00:00:00,C,1125
602,831,2024-05-19 00:00:00,B,1001
603,832,2024-12-09 00:00:00,C,1091
604,833,2023-12-05 00:00:00,A,1108
605,834,2023-08-29 00:00:00,A,1044
606,835,2025-01-06 00:00:00,A,1083
607,837,2023-07-29 00:00:00,C,1078
608,839,2024-09-05 00:00:00,A,1101
609,840,2024-03-16 00:00:00,B,1034
610,841,2023-08-06 00:00:00,A,1035
611,842,2026-12-16 00:00:00,A,1035
612,843,2026-10-15 00:00:00,C,1045
613,845,2022-11-29 00:00:00,A,1104
614,846,2024-08-17 00:00:00,A,1104
615,847,2026-07-14 00:00:00,C,1037
616,848,2022-04-19 00:00:00,C,1076
617,849,2027-01-20 00:00:00,A,1108
618,850,2027-04-15 00:00:00,C,1120
619,853,2026-05-04 00:00:00,C,1048
620,854,2023-03-30 00:00:00,A,1099
621,856,2022-01-22 00:00:00,A,1034
622,858,2024-01-22 00:00:00,A,1032
623,859,2023-10-15 00:00:00,A,1033
624,860,2025-04-21 00:00:00,A,1127
625,861,2022-05-06 00:00:00,A,1072
626,862,2023-12-13 00:00:00,A,1029
627,863,2022-01-26 00:00:00,A,1058
628,864,2027-05-11 00:00:00,C,1040
629,865,2025-11-05 00:00:00,A,1078
630,867,2024-11-26 00:00:00,A,1038
631,868,2026-01-31 00:00:00,C,1004
632,869,2022-03-05 00:00:00,A,1115
633,871,2024-04-16 00:00:00,C,1033
