CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
143,BNS,191,1,1
144,BNS,303,1,1
145,IT,66C,1,1
146,BNS,85,1,1
147,BNS,305,1,1
147,BNS,331,1,2
148,BNS,318,1,1
149,BNS,303,1,1
150,BNS,303,1,1
151,BNS,305,1,1
151,BNS,331,1,2
152,BNS,109,1,1
153,BNS,303,1,1
154,BNS,303,1,1
155,BNS,318,1,1
155,IT,66C,1,2
155,IT,66D,1,3
156,IT,66C,1,1
157,BNS,318,1,1
158,BNS,117,1,1
159,BNS,115,1,1
160,BNS,304,1,1
161,BNS,318,1,1
161,IT,66C,1,2
161,IT,66D,1,3
162,BNS,117,1,1
163,BNS,303,1,1
164,BNS,115,1,1
165,BNS,318,1,1
165,IT,66C,1,2
165,IT,66D,1,3
166,BNS,309,1,1
167,BNS,304,1,1
168,BNS,117,1,1
169,BNS,303,1,1
170,BNS,74,1,1
171,BNS,115,1,1
172,BNS,318,1,1
173,BNS,318,1,1
174,BNS,117,1,1
175,BNS,74,1,1
176,BNS,115,1,1
177,BNS,303,1,1
178,BNS,318,1,1
178,IT,66C,1,2
178,IT,66D,1,3
179,BNS,303,1,1
180,BNS,305,1,1
180,BNS,331,1,2
181,BNS,303,1,1
182,BNS,318,1,1
182,IT,66C,1,2
182,IT,66D,1,3
183,BNS,117,1,1
184,BNS,304,1,1
185,BNS,85,1,1
186,BNS,115,1,1
187,BNS,85,1,1
188,BNS,305,1,1
188,BNS,331,1,2
189,BNS,117,1,1
190,BNS,318,1,1
191,BNS,318,1,1
192,BNS,115,1,1
193,BNS,318,1,1
193,IT,66C,1,2
193,IT,66D,1,3
194,BNS,303,1,1
195,BNS,191,1,1
196,BNS,303,1,1
197,BNS,74,1,1
198,BNS,304,1,1
199,BNS,103,1,1
200,BNS,103,1,1
201,BNS,303,1,1
202,BNS,109,1,1
203,BNS,115,1,1
204,BNS,303,1,1
205,BNS,303,1,1
206,BNS,318,1,1
207,BNS,303,1,1
208,BNS,305,1,1
208,BNS,331,1,2
209,BNS,305,1,1
209,BNS,331,1,2
210,BNS,305,1,1
210,BNS,331,1,2
211,BNS,303,1,1
212,BNS,303,1,1
213,BNS,318,1,1
214,BNS,318,1,1
214,IT,66C,1,2
214,IT,66D,1,3
215,BNS,85,1,1
216,BNS,303,1,1
217,BNS,85,1,1
218,BNS,305,1,1
218,BNS,331,1,2
219,BNS,303,1,1
220,BNS,304,1,1
221,BNS,303,1,1
222,BNS,318,1,1
223,BNS,109,1,1
224,BNS,318,1,1
224,IT,66C,1,2
224,IT,66D,1,3
225,BNS,117,1,1
226,BNS,318,1,1
227,BNS,85,1,1
228,BNS,318,1,1
229,BNS,303,1,1
230,BNS,117,1,1
231,BNS,305,1,1
231,BNS,331,1,2
232,BNS,189,1,1
233,BNS,191,1,1
234,BNS,115,1,1
235,BNS,303,1,1
236,BNS,318,1,1
237,BNS,117,1,1
238,BNS,115,1,1
239,BNS,303,1,1
240,BNS,318,1,1
241,BNS,189,1,1
242,BNS,303,1,1
243,BNS,305,1,1
243,BNS,331,1,2
244,BNS,318,1,1
245,BNS,318,1,1
245,IT,66C,1,2
245,IT,66D,1,3
246,BNS,318,1,1
246,IT,66C,1,2
246,IT,66D,1,3
247,IT,66C,1,1
248,BNS,318,1,1
249,BNS,85,1,1
250,BNS,115,1,1
251,IT,66C,1,1
252,BNS,115,1,1
253,BNS,85,1,1
254,BNS,309,1,1
255,BNS,318,1,1
255,IT,66C,1,2
255,IT,66D,1,3
256,BNS,318,1,1
257,BNS,115,1,1
258,BNS,303,1,1
259,BNS,115,1,1
260,BNS,309,1,1
261,BNS,318,1,1
261,IT,66C,1,2
261,IT,66D,1,3
262,BNS,304,1,1
263,BNS,305,1,1
263,BNS,331,1,2
264,BNS,318,1,1
265,BNS,117,1,1
266,BNS,318,1,1
266,IT,66C,1,2
266,IT,66D,1,3
267,BNS,303,1,1
268,BNS,85,1,1
269,BNS,316,1,1
270,BNS,303,1,1
271,BNS,303,1,1
272,BNS,303,1,1
273,BNS,191,1,1
274,BNS,304,1,1
275,BNS,303,1,1
276,BNS,316,1,1
277,BNS,318,1,1
277,IT,66C,1,2
277,IT,66D,1,3
278,BNS,303,1,1
279,BNS,189,1,1
280,BNS,191,1,1
281,BNS,85,1,1
282,BNS,303,1,1
283,BNS,303,1,1
284,BNS,117,1,1
285,BNS,305,1,1
285,BNS,331,1,2
286,BNS,115,1,1
287,BNS,85,1,1
288,BNS,115,1,1
289,BNS,309,1,1
290,BNS,191,1,1
291,BNS,318,1,1
291,IT,66C,1,2
291,IT,66D,1,3
292,BNS,74,1,1
293,BNS,303,1,1
294,BNS,303,1,1
295,BNS,115,1,1
296,BNS,304,1,1
297,BNS,305,1,1
297,BNS,331,1,2
298,BNS,305,1,1
298,BNS,331,1,2
299,BNS,305,1,1
299,BNS,331,1,2
300,BNS,303,1,1
301,BNS,74,1,1
302,BNS,318,1,1
302,IT,66C,1,2
302,IT,66D,1,3
303,BNS,85,1,1
304,BNS,191,1,1
305,BNS,304,1,1
306,BNS,303,1,1
307,BNS,318,1,1
307,IT,66C,1,2
307,IT,66D,1,3
308,IT,66C,1,1
309,BNS,318,1,1
309,IT,66C,1,2
309,IT,66D,1,3
310,BNS,115,1,1
311,BNS,303,1,1
312,BNS,303,1,1
313,BNS,316,1,1
314,BNS,303,1,1
315,BNS,305,1,1
315,BNS,331,1,2
316,BNS,318,1,1
317,BNS,103,1,1
318,BNS,318,1,1
318,IT,66C,1,2
318,IT,66D,1,3
319,BNS,303,1,1
320,BNS,303,1,1
321,BNS,318,1,1
322,BNS,303,1,1
323,BNS,115,1,1
324,BNS,303,1,1
325,BNS,303,1,1
326,BNS,303,1,1
327,BNS,117,1,1
328,BNS,309,1,1
329,BNS,318,1,1
329,IT,66C,1,2
329,IT,66D,1,3
330,BNS,115,1,1
331,BNS,318,1,1
332,BNS,109,1,1
333,BNS,115,1,1
334,BNS,74,1,1
335,BNS,303,1,1
336,BNS,303,1,1
337,BNS,318,1,1
337,IT,66C,1,2
337,IT,66D,1,3
338,BNS,304,1,1
339,BNS,305,1,1
339,BNS,331,1,2
340,BNS,303,1,1
341,BNS,115,1,1
342,BNS,305,1,1
342,BNS,331,1,2
343,BNS,303,1,1
344,BNS,304,1,1
345,BNS,303,1,1
346,BNS,117,1,1
347,BNS,304,1,1
348,BNS,117,1,1
349,BNS,303,1,1
350,BNS,318,1,1
350,IT,66C,1,2
350,IT,66D,1,3
351,BNS,303,1,1
352,BNS,115,1,1
353,BNS,318,1,1
354,BNS,318,1,1
355,BNS,303,1,1
356,BNS,304,1,1
357,BNS,191,1,1
358,BNS,303,1,1
359,BNS,305,1,1
359,BNS,331,1,2
360,BNS,318,1,1
360,IT,66C,1,2
360,IT,66D,1,3
361,BNS,309,1,1
362,BNS,305,1,1
362,BNS,331,1,2
363,BNS,318,1,1
364,BNS,303,1,1
365,BNS,303,1,1
366,BNS,85,1,1
367,BNS,318,1,1
368,BNS,305,1,1
368,BNS,331,1,2
369,BNS,305,1,1
369,BNS,331,1,2
370,BNS,115,1,1
371,BNS,305,1,1
371,BNS,331,1,2
372,BNS,303,1,1
373,BNS,303,1,1
374,BNS,318,1,1
374,IT,66C,1,2
374,IT,66D,1,3
375,BNS,303,1,1
376,BNS,316,1,1
377,BNS,109,1,1
378,BNS,305,1,1
378,BNS,331,1,2
379,BNS,117,1,1
380,BNS,318,1,1
381,BNS,309,1,1
382,BNS,318,1,1
383,BNS,191,1,1
384,BNS,303,1,1
385,BNS,117,1,1
386,BNS,303,1,1
387,BNS,305,1,1
387,BNS,331,1,2
388,BNS,117,1,1
389,BNS,304,1,1
390,BNS,318,1,1
391,BNS,309,1,1
392,BNS,318,1,1
392,IT,66C,1,2
392,IT,66D,1,3
393,BNS,304,1,1
394,BNS,115,1,1
395,BNS,115,1,1
396,BNS,318,1,1
396,IT,66C,1,2
396,IT,66D,1,3
397,BNS,318,1,1
398,BNS,303,1,1
399,BNS,305,1,1
399,BNS,331,1,2
400,BNS,303,1,1
401,BNS,318,1,1
402,BNS,316,1,1
403,BNS,109,1,1
404,BNS,318,1,1
404,IT,66C,1,2
404,IT,66D,1,3
405,BNS,303,1,1
406,BNS,303,1,1
407,BNS,303,1,1
408,BNS,305,1,1
408,BNS,331,1,2
409,BNS,318,1,1
410,BNS,309,1,1
411,BNS,117,1,1
412,BNS,318,1,1
412,IT,66C,1,2
412,IT,66D,1,3
413,BNS,318,1,1
413,IT,66C,1,2
413,IT,66D,1,3
414,BNS,304,1,1
415,BNS,303,1,1
416,BNS,117,1,1
417,BNS,318,1,1
418,BNS,189,1,1
419,BNS,303,1,1
420,BNS,304,1,1
421,BNS,115,1,1
422,BNS,318,1,1
422,IT,66C,1,2
422,IT,66D,1,3
423,BNS,304,1,1
424,BNS,303,1,1
425,BNS,303,1,1
426,BNS,117,1,1
427,BNS,117,1,1
428,BNS,115,1,1
429,BNS,304,1,1
430,BNS,74,1,1
431,BNS,303,1,1
432,BNS,303,1,1
433,BNS,303,1,1
434,BNS,303,1,1
435,BNS,318,1,1
436,BNS,304,1,1
437,BNS,309,1,1
438,BNS,303,1,1
439,BNS,117,1,1
440,BNS,74,1,1
441,BNS,115,1,1
442,BNS,318,1,1
443,BNS,303,1,1
444,BNS,85,1,1
445,BNS,303,1,1
446,BNS,305,1,1
446,BNS,331,1,2
447,BNS,115,1,1
448,BNS,318,1,1
449,BNS,117,1,1
450,BNS,318,1,1
451,IT,66C,1,1
452,BNS,318,1,1
453,BNS,303,1,1
454,BNS,191,1,1
455,BNS,303,1,1
456,BNS,74,1,1
457,BNS,316,1,1
458,BNS,304,1,1
459,BNS,115,1,1
460,BNS,109,1,1
461,BNS,309,1,1
462,BNS,303,1,1
463,BNS,85,1,1
464,BNS,305,1,1
464,BNS,331,1,2
465,BNS,303,1,1
466,BNS,74,1,1
467,BNS,304,1,1
468,BNS,303,1,1
469,BNS,318,1,1
469,IT,66C,1,2
469,IT,66D,1,3
470,BNS,85,1,1
471,BNS,318,1,1
472,BNS,318,1,1
472,IT,66C,1,2
472,IT,66D,1,3
473,BNS,117,1,1
474,BNS,309,1,1
475,BNS,305,1,1
475,BNS,331,1,2
476,BNS,74,1,1
477,BNS,303,1,1
478,BNS,303,1,1
479,BNS,303,1,1
480,BNS,115,1,1
481,BNS,303,1,1
482,BNS,318,1,1
483,BNS,303,1,1
484,BNS,303,1,1
485,BNS,318,1,1
486,BNS,303,1,1
487,BNS,303,1,1
488,BNS,115,1,1
489,BNS,318,1,1
490,BNS,303,1,1
491,BNS,303,1,1
492,IT,66C,1,1
493,BNS,303,1,1
494,BNS,303,1,1
495,BNS,115,1,1
496,BNS,318,1,1
497,BNS,303,1,1
498,BNS,318,1,1
498,IT,66C,1,2
498,IT,66D,1,3
499,BNS,191,1,1
500,BNS,303,1,1
501,BNS,303,1,1
502,BNS,74,1,1
503,BNS,303,1,1
504,BNS,305,1,1
504,BNS,331,1,2
505,BNS,304,1,1
506,BNS,303,1,1
507,BNS,303,1,1
508,BNS,318,1,1
509,BNS,85,1,1
510,BNS,318,1,1
510,IT,66C,1,2
510,IT,66D,1,3
511,BNS,85,1,1
512,BNS,74,1,1
513,BNS,303,1,1
514,BNS,304,1,1
515,BNS,303,1,1
516,BNS,85,1,1
517,BNS,303,1,1
518,BNS,318,1,1
518,IT,66C,1,2
518,IT,66D,1,3
519,BNS,318,1,1
520,BNS,303,1,1
521,BNS,115,1,1
522,BNS,318,1,1
522,IT,66C,1,2
522,IT,66D,1,3
523,BNS,303,1,1
524,BNS,303,1,1
525,BNS,115,1,1
526,BNS,303,1,1
527,BNS,303,1,1
528,BNS,303,1,1
529,BNS,303,1,1
530,BNS,74,1,1
531,BNS,318,1,1
531,IT,66C,1,2
531,IT,66D,1,3
532,BNS,303,1,1
533,BNS,85,1,1
534,BNS,303,1,1
535,BNS,318,1,1
536,BNS,303,1,1
537,BNS,304,1,1
538,BNS,117,1,1
539,BNS,318,1,1
540,BNS,318,1,1
540,IT,66C,1,2
540,IT,66D,1,3
541,BNS,303,1,1
542,BNS,303,1,1
543,BNS,74,1,1
544,BNS,318,1,1
544,IT,66C,1,2
544,IT,66D,1,3
545,BNS,318,1,1
546,BNS,115,1,1
547,BNS,74,1,1
548,BNS,304,1,1
549,BNS,318,1,1
549,IT,66C,1,2
549,IT,66D,1,3
550,BNS,303,1,1
551,BNS,305,1,1
551,BNS,331,1,2
552,BNS,303,1,1
553,BNS,303,1,1
554,BNS,303,1,1
555,BNS,303,1,1
556,BNS,304,1,1
557,BNS,115,1,1
558,BNS,109,1,1
559,BNS,316,1,1
560,BNS,117,1,1
561,BNS,318,1,1
561,IT,66C,1,2
561,IT,66D,1,3
562,BNS,305,1,1
562,BNS,331,1,2
563,BNS,318,1,1
564,BNS,304,1,1
565,BNS,303,1,1
566,BNS,305,1,1
566,BNS,331,1,2
567,IT,66C,1,1
568,BNS,303,1,1
569,BNS,318,1,1
570,BNS,303,1,1
571,BNS,304,1,1
572,BNS,115,1,1
573,BNS,303,1,1
574,BNS,305,1,1
574,BNS,331,1,2
575,BNS,304,1,1
576,BNS,318,1,1
576,IT,66C,1,2
576,IT,66D,1,3
577,BNS,305,1,1
577,BNS,331,1,2
578,BNS,318,1,1
579,BNS,305,1,1
579,BNS,331,1,2
580,BNS,115,1,1
581,BNS,318,1,1
582,BNS,115,1,1
583,BNS,117,1,1
584,BNS,115,1,1
585,BNS,115,1,1
586,BNS,303,1,1
587,BNS,316,1,1
588,BNS,318,1,1
588,IT,66C,1,2
588,IT,66D,1,3
589,BNS,309,1,1
590,BNS,303,1,1
591,BNS,74,1,1
592,BNS,305,1,1
592,BNS,331,1,2
593,BNS,309,1,1
594,BNS,191,1,1
595,BNS,318,1,1
595,IT,66C,1,2
595,IT,66D,1,3
596,BNS,304,1,1
597,BNS,303,1,1
598,BNS,117,1,1
599,BNS,303,1,1
600,BNS,304,1,1
601,BNS,303,1,1
602,BNS,305,1,1
602,BNS,331,1,2
603,BNS,318,1,1
604,BNS,305,1,1
604,BNS,331,1,2
605,BNS,117,1,1
606,BNS,303,1,1
607,BNS,109,1,1
608,BNS,303,1,1
609,BNS,303,1,1
610,BNS,305,1,1
610,BNS,331,1,2
611,BNS,303,1,1
612,BNS,303,1,1
613,BNS,109,1,1
614,BNS,303,1,1
615,BNS,303,1,1
616,BNS,303,1,1
617,BNS,318,1,1
618,BNS,303,1,1
619,BNS,303,1,1
620,BNS,316,1,1
621,BNS,117,1,1
622,BNS,318,1,1
623,BNS,304,1,1
624,BNS,303,1,1
625,BNS,305,1,1
625,BNS,331,1,2
626,BNS,115,1,1
627,BNS,189,1,1
628,BNS,305,1,1
628,BNS,331,1,2
629,BNS,303,1,1
630,BNS,318,1,1
630,IT,66C,1,2
630,IT,66D,1,3
631,BNS,115,1,1
632,BNS,305,1,1
632,BNS,331,1,2
633,BNS,303,1,1
634,BNS,318,1,1
634,IT,66C,1,2
634,IT,66D,1,3
635,BNS,191,1,1
636,BNS,117,1,1
637,BNS,115,1,1
638,BNS,318,1,1
639,BNS,115,1,1
640,BNS,304,1,1
641,BNS,117,1,1
642,BNS,304,1,1
643,BNS,303,1,1
644,BNS,303,1,1
645,BNS,85,1,1
646,BNS,303,1,1
647,BNS,303,1,1
648,BNS,318,1,1
649,BNS,191,1,1
650,BNS,318,1,1
651,BNS,85,1,1
652,BNS,303,1,1
653,BNS,303,1,1
654,BNS,303,1,1
655,BNS,303,1,1
656,BNS,318,1,1
657,BNS,318,1,1
657,IT,66C,1,2
657,IT,66D,1,3
658,BNS,85,1,1
659,BNS,303,1,1
660,BNS,304,1,1
661,BNS,318,1,1
662,BNS,318,1,1
662,IT,66C,1,2
662,IT,66D,1,3
663,BNS,303,1,1
664,BNS,303,1,1
665,BNS,303,1,1
666,BNS,303,1,1
667,BNS,303,1,1
668,BNS,318,1,1
668,IT,66C,1,2
668,IT,66D,1,3
669,BNS,305,1,1
669,BNS,331,1,2
670,BNS,304,1,1
671,BNS,115,1,1
672,BNS,318,1,1
673,BNS,304,1,1
674,BNS,115,1,1
675,BNS,318,1,1
675,IT,66C,1,2
675,IT,66D,1,3
676,BNS,318,1,1
677,BNS,318,1,1
677,IT,66C,1,2
677,IT,66D,1,3
678,BNS,318,1,1
679,BNS,109,1,1
680,BNS,304,1,1
681,BNS,115,1,1
682,BNS,304,1,1
683,BNS,303,1,1
684,BNS,115,1,1
685,BNS,115,1,1
686,BNS,318,1,1
687,BNS,305,1,1
687,BNS,331,1,2
688,BNS,115,1,1
689,BNS,74,1,1
690,BNS,316,1,1
691,BNS,309,1,1
692,BNS,303,1,1
693,BNS,117,1,1
694,BNS,305,1,1
694,BNS,331,1,2
695,BNS,303,1,1
696,BNS,309,1,1
697,BNS,115,1,1
698,BNS,115,1,1
699,BNS,117,1,1
700,BNS,303,1,1
701,BNS,318,1,1
701,IT,66C,1,2
701,IT,66D,1,3
702,BNS,303,1,1
703,BNS,85,1,1
704,BNS,304,1,1
705,BNS,305,1,1
705,BNS,331,1,2
706,BNS,74,1,1
707,BNS,305,1,1
707,BNS,331,1,2
708,BNS,304,1,1
709,BNS,303,1,1
710,BNS,309,1,1
711,BNS,318,1,1
712,BNS,303,1,1
713,BNS,318,1,1
713,IT,66C,1,2
713,IT,66D,1,3
714,BNS,115,1,1
715,BNS,191,1,1
716,BNS,303,1,1
717,BNS,303,1,1
718,BNS,305,1,1
718,BNS,331,1,2
719,BNS,318,1,1
719,IT,66C,1,2
719,IT,66D,1,3
720,BNS,115,1,1
721,BNS,85,1,1
722,BNS,117,1,1
723,BNS,115,1,1
724,BNS,305,1,1
724,BNS,331,1,2
725,BNS,85,1,1
726,BNS,305,1,1
726,BNS,331,1,2
727,BNS,318,1,1
727,IT,66C,1,2
727,IT,66D,1,3
728,BNS,303,1,1
729,BNS,304,1,1
730,BNS,303,1,1
731,BNS,305,1,1
731,BNS,331,1,2
732,BNS,117,1,1
733,BNS,304,1,1
734,BNS,115,1,1
735,BNS,117,1,1
736,BNS,318,1,1
737,BNS,115,1,1
738,BNS,318,1,1
738,IT,66C,1,2
738,IT,66D,1,3
739,BNS,117,1,1
740,BNS,305,1,1
740,BNS,331,1,2
741,BNS,304,1,1
742,BNS,115,1,1
743,BNS,303,1,1
744,BNS,305,1,1
744,BNS,331,1,2
745,BNS,318,1,1
745,IT,66C,1,2
745,IT,66D,1,3
746,BNS,318,1,1
747,BNS,117,1,1
748,BNS,85,1,1
749,BNS,318,1,1
750,BNS,85,1,1
751,BNS,115,1,1
752,BNS,303,1,1
753,BNS,115,1,1
754,BNS,304,1,1
755,BNS,309,1,1
756,BNS,318,1,1
757,BNS,115,1,1
758,BNS,303,1,1
759,BNS,117,1,1
760,BNS,303,1,1
761,BNS,303,1,1
762,BNS,318,1,1
762,IT,66C,1,2
762,IT,66D,1,3
763,BNS,303,1,1
764,BNS,303,1,1
765,BNS,304,1,1
766,IT,66C,1,1
767,BNS,309,1,1
768,BNS,305,1,1
768,BNS,331,1,2
769,BNS,74,1,1
770,BNS,318,1,1
771,BNS,318,1,1
772,BNS,303,1,1
773,BNS,115,1,1
774,BNS,318,1,1
774,IT,66C,1,2
774,IT,66D,1,3
775,BNS,318,1,1
775,IT,66C,1,2
775,IT,66D,1,3
776,BNS,304,1,1
777,BNS,74,1,1
778,BNS,318,1,1
778,IT,66C,1,2
778,IT,66D,1,3
779,BNS,318,1,1
780,BNS,303,1,1
781,BNS,85,1,1
782,BNS,303,1,1
783,BNS,316,1,1
784,BNS,74,1,1
785,BNS,303,1,1
786,BNS,303,1,1
787,BNS,303,1,1
788,BNS,85,1,1
789,BNS,305,1,1
789,BNS,331,1,2
790,BNS,115,1,1
791,BNS,303,1,1
792,BNS,117,1,1
793,BNS,85,1,1
794,BNS,191,1,1
795,BNS,304,1,1
796,BNS,316,1,1
797,BNS,85,1,1
798,BNS,318,1,1
798,IT,66C,1,2
798,IT,66D,1,3
799,BNS,318,1,1
800,BNS,309,1,1
801,BNS,117,1,1
802,BNS,318,1,1
802,IT,66C,1,2
802,IT,66D,1,3
803,BNS,115,1,1
804,BNS,318,1,1
805,BNS,109,1,1
806,BNS,304,1,1
807,BNS,85,1,1
808,BNS,303,1,1
809,BNS,303,1,1
810,BNS,303,1,1
811,BNS,115,1,1
812,BNS,305,1,1
812,BNS,331,1,2
813,BNS,318,1,1
813,IT,66C,1,2
813,IT,66D,1,3
814,BNS,117,1,1
815,BNS,85,1,1
816,BNS,318,1,1
817,BNS,305,1,1
817,BNS,331,1,2
818,BNS,305,1,1
818,BNS,331,1,2
819,BNS,318,1,1
820,BNS,117,1,1
821,BNS,303,1,1
822,BNS,303,1,1
823,BNS,303,1,1
824,BNS,303,1,1
825,BNS,303,1,1
826,BNS,305,1,1
826,BNS,331,1,2
827,BNS,303,1,1
828,BNS,305,1,1
828,BNS,331,1,2
829,BNS,305,1,1
829,BNS,331,1,2
830,BNS,117,1,1
831,BNS,303,1,1
832,BNS,74,1,1
833,BNS,318,1,1
834,BNS,109,1,1
835,BNS,303,1,1
836,BNS,303,1,1
837,BNS,303,1,1
838,BNS,318,1,1
839,BNS,117,1,1
840,BNS,303,1,1
841,BNS,303,1,1
842,BNS,318,1,1
842,IT,66C,1,2
842,IT,66D,1,3
843,BNS,303,1,1
844,BNS,117,1,1
845,BNS,115,1,1
846,BNS,303,1,1
847,BNS,318,1,1
847,IT,66C,1,2
847,IT,66D,1,3
848,BNS,303,1,1
849,BNS,318,1,1
849,IT,66C,1,2
849,IT,66D,1,3
850,BNS,304,1,1
851,BNS,305,1,1
851,BNS,331,1,2
852,BNS,303,1,1
853,BNS,318,1,1
854,BNS,115,1,1
855,BNS,303,1,1
856,BNS,117,1,1
857,BNS,318,1,1
858,BNS,303,1,1
859,BNS,318,1,1
860,BNS,304,1,1
861,BNS,117,1,1
862,BNS,303,1,1
863,BNS,115,1,1
864,BNS,305,1,1
864,BNS,331,1,2
865,BNS,85,1,1
866,BNS,103,1,1
867,BNS,305,1,1
867,BNS,331,1,2
868,BNS,115,1,1
869,BNS,305,1,1
869,BNS,331,1,2
870,BNS,74,1,1
871,BNS,318,1,1
871,IT,66C,1,2
871,IT,66D,1,3
872,BNS,189,1,1
873,BNS,85,1,1
874,BNS,303,1,1
875,BNS,318,1,1
876,BNS,117,1,1
877,BNS,103,1,1
878,BNS,191,1,1
879,BNS,115,1,1
880,BNS,115,1,1
881,BNS,304,1,1
882,BNS,304,1,1
883,BNS,303,1,1
884,BNS,316,1,1
885,BNS,189,1,1
886,IT,66C,1,1
887,BNS,117,1,1
888,BNS,117,1,1
889,BNS,305,1,1
889,BNS,331,1,2
890,BNS,318,1,1
891,BNS,115,1,1
892,BNS,304,1,1
893,BNS,303,1,1
894,BNS,318,1,1
894,IT,66C,1,2
894,IT,66D,1,3
895,BNS,115,1,1
896,BNS,303,1,1
897,BNS,117,1,1
898,BNS,304,1,1
899,BNS,303,1,1
900,BNS,303,1,1
901,BNS,303,1,1
902,BNS,305,1,1
902,BNS,331,1,2
903,BNS,316,1,1
904,BNS,117,1,1
905,BNS,303,1,1
906,BNS,318,1,1
906,IT,66C,1,2
906,IT,66D,1,3
907,BNS,303,1,1
908,BNS,303,1,1
909,BNS,74,1,1
910,BNS,318,1,1
910,IT,66C,1,2
910,IT,66D,1,3
911,BNS,109,1,1
912,BNS,191,1,1
913,BNS,318,1,1
914,BNS,303,1,1
915,BNS,318,1,1
916,BNS,304,1,1
917,BNS,318,1,1
917,IT,66C,1,2
917,IT,66D,1,3
918,BNS,318,1,1
918,IT,66C,1,2
918,IT,66D,1,3
919,BNS,316,1,1
920,BNS,303,1,1
921,BNS,109,1,1
