ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
126,249,1,2026-02-18,29,2,13,1055,2,309,1,0
127,250,1,2026-10-03,29,6,19,1101,6,310,1,0
128,251,1,2024-01-11,29,2,14,1065,2,311,1,0
129,253,1,2026-03-23,29,1,12,1047,1,313,1,0
130,254,1,2022-11-13,29,3,16,1080,3,314,1,0
131,257,1,2023-07-17,29,1,11,1039,1,315,1,0
132,259,1,2025-07-23,29,8,21,1114,8,318,1,0
133,260,1,2026-08-30,29,1,11,1044,1,319,1,0
134,263,1,2023-10-12,29,5,18,1098,5,320,1,0
135,264,1,2024-03-06,29,1,8,1019,1,321,1,0
136,266,1,2024-06-16,29,1,11,1038,1,325,1,0
137,269,1,2025-01-15,29,8,21,1120,8,326,1,0
138,271,2,2024-11-29,29,1,11,1042,1,328,1,0
139,273,1,2023-08-22,29,1,12,1049,1,331,1,0
140,274,1,2025-12-04,29,1,6,1001,1,334,1,0
141,277,1,2025-10-24,29,1,11,1036,1,338,1,0
142,281,2,2026-05-11,29,2,14,1061,2,342,1,0
143,284,1,2023-06-29,29,4,17,1092,4,346,1,0
144,286,1,2022-11-09,29,4,17,1088,4,349,1,0
145,288,1,2024-11-15,29,1,12,1051,1,350,1,0
146,290,1,2026-09-20,29,1,8,1018,1,353,1,0
147,291,1,2025-12-05,29,1,11,1044,1,354,1,0
148,293,1,2026-07-20,29,1,6,1003,1,359,1,0
149,294,2,2023-08-18,29,3,15,1070,3,360,1,0
150,297,1,2024-12-02,29,1,10,1034,1,365,1,0
151,299,1,2021-01-31,29,1,7,1008,1,367,1,0
152,304,1,2022-01-12,29,7,20,1106,7,373,1,0
153,305,1,2021-05-16,29,1,10,1029,1,374,1,0
154,310,1,2025-02-21,29,1,10,1029,1,381,1,0
155,312,1,2025-10-12,29,1,11,1038,1,384,1,0
156,313,2,2022-06-30,29,1,12,1050,1,385,1,0
157,314,1,2022-06-11,29,1,6,1001,1,386,1,0
158,316,1,2026-04-17,29,1,9,1022,1,388,1,0
159,319,1,2022-06-18,29,1,6,1003,1,391,1,0
160,321,1,2022-11-24,29,5,18,1094,5,395,1,0
161,323,1,2022-11-19,29,2,13,1057,2,397,1,0
162,330,2,2022-10-05,29,1,10,1031,1,402,1,0
163,332,1,2022-09-18,29,1,10,1033,1,404,1,0
164,334,1,2023-06-21,29,3,16,1080,3,406,1,0
165,335,1,2025-04-09,29,1,10,1033,1,408,1,0
166,338,1,2027-01-08,29,7,20,1110,7,411,1,0
167,342,1,2022-05-25,29,3,15,1067,3,417,1,0
168,345,1,2026-04-03,29,2,13,1057,2,421,1,0
169,347,1,2024-01-13,29,5,18,1097,5,424,1,0
170,348,1,2025-03-30,29,1,10,1029,1,426,1,0
171,349,1,2026-02-24,29,1,12,1047,1,427,1,0
172,352,1,2024-04-07,29,3,16,1075,3,430,1,0
173,354,1,2024-05-11,29,7,20,1105,7,432,1,0
174,358,1,2021-04-21,29,8,21,1121,8,435,1,0
175,359,1,2027-01-23,29,1,10,1032,1,438,1,0
176,363,1,2026-01-11,29,2,14,1063,2,442,1,0
177,366,1,2024-02-02,29,1,9,1023,1,444,1,0
178,368,2,2025-02-13,29,6,19,1099,6,446,1,0
179,369,1,2025-12-31,29,2,14,1063,2,447,1,0
180,370,1,2024-11-13,29,1,11,1044,1,448,1,0
181,373,1,2021-04-26,29,5,18,1095,5,450,1,0
182,376,1,2026-08-22,29,6,19,1099,6,453,1,0
183,378,1,2024-01-16,29,3,15,1074,3,457,1,0
184,380,1,2021-11-20,29,1,11,1044,1,462,1,0
185,381,1,2025-12-07,29,1,9,1022,1,463,1,0
186,382,1,2026-10-02,29,1,6,1003,1,464,1,0
187,384,1,2024-03-27,29,2,14,1059,2,468,1,0
188,385,1,2023-06-27,29,8,21,1120,8,469,1,0
189,386,1,2021-03-26,29,5,18,1093,5,472,1,0
190,389,1,2025-04-19,29,2,14,1062,2,476,1,0
191,391,1,2025-06-17,29,2,13,1055,2,478,1,0
192,393,1,2021-07-17,29,1,11,1041,1,479,1,0
193,394,1,2025-09-20,29,5,18,1095,5,482,1,0
194,395,1,2023-08-13,29,8,21,1119,8,484,1,0
195,396,2,2023-07-26,29,1,8,1015,1,485,1,0
196,397,1,2022-11-24,29,3,16,1080,3,486,1,0
197,398,1,2027-01-21,29,1,8,1021,1,488,1,0
198,400,2,2025-12-24,29,1,10,1034,1,490,1,0
199,401,1,2022-05-06,29,1,9,1023,1,493,1,0
200,402,1,2025-09-13,29,1,9,1023,1,494,1,0
201,406,1,2023-09-01,29,1,6,1001,1,497,1,0
202,407,1,2026-01-13,29,1,8,1017,1,498,1,0
203,413,1,2022-09-05,29,1,10,1030,1,507,1,0
204,414,2,2025-03-15,29,1,7,1007,1,509,1,0
205,416,1,2022-09-21,29,1,12,1048,1,512,1,0
206,420,2,2023-05-18,29,1,10,1034,1,516,1,0
207,421,1,2026-07-01,29,4,17,1092,4,518,1,0
208,424,1,2025-09-10,29,8,21,1121,8,519,1,0
209,425,1,2026-05-21,29,3,15,1073,3,521,1,0
210,428,2,2021-12-27,29,2,14,1065,2,527,1,0
211,430,1,2025-05-09,29,5,18,1097,5,528,1,0
212,431,1,2027-01-16,29,3,16,1076,3,529,1,0
213,433,1,2025-11-13,29,3,16,1080,3,531,1,0
214,434,1,2026-05-07,29,2,14,1060,2,532,1,0
215,435,1,2024-07-30,29,4,17,1091,4,535,1,0
216,438,1,2023-01-12,29,4,17,1086,4,538,1,0
217,440,1,2021-04-17,29,7,20,1105,7,539,1,0
218,441,1,2021-08-24,29,1,10,1030,1,540,1,0
219,442,1,2022-08-23,29,1,12,1049,1,542,1,0
220,446,1,2026-06-16,29,1,6,1004,1,544,1,0
221,447,1,2022-05-30,29,1,12,1049,1,546,1,0
222,448,1,2024-08-17,29,1,7,1012,1,548,1,0
223,450,1,2026-12-20,29,5,18,1097,5,550,1,0
224,453,1,2022-04-13,29,6,19,1100,6,554,1,0
225,459,2,2021-08-11,29,3,15,1070,3,559,1,0
226,460,1,2022-07-15,29,3,16,1083,3,560,1,0
227,465,1,2023-09-24,29,2,14,1064,2,565,1,0
228,466,1,2023-05-31,29,1,8,1018,1,566,1,0
229,467,1,2024-02-21,29,1,7,1009,1,567,1,0
230,469,1,2027-01-14,29,2,14,1065,2,570,1,0
231,470,1,2026-06-30,29,6,19,1103,6,571,1,0
232,471,1,2021-11-28,29,6,19,1102,6,574,1,0
233,472,1,2022-11-18,29,7,20,1105,7,575,1,0
234,473,1,2026-04-06,29,3,16,1079,3,576,1,0
235,474,1,2024-06-10,29,1,12,1046,1,577,1,0
236,478,1,2025-04-01,29,6,19,1100,6,582,1,0
237,480,1,2026-10-13,29,4,17,1086,4,585,1,0
238,482,1,2024-09-10,29,1,8,1020,1,587,1,0
239,483,1,2022-01-10,29,1,8,1017,1,588,1,0
240,485,1,2024-11-13,29,2,13,1057,2,591,1,0
241,486,1,2024-04-21,29,1,12,1046,1,592,1,0
242,487,1,2021-07-29,29,3,16,1075,3,594,1,0
243,493,1,2021-08-12,29,2,14,1063,2,600,1,0
244,494,1,2023-02-14,29,2,13,1054,2,601,1,0
245,504,1,2022-01-17,29,1,10,1029,1,610,1,0
246,506,2,2022-10-01,29,2,14,1060,2,613,1,0
247,507,1,2024-12-02,29,1,7,1008,1,615,1,0
248,510,1,2026-09-23,29,1,10,1029,1,620,1,0
249,512,2,2024-05-26,29,1,8,1017,1,621,1,0
250,513,1,2025-04-13,29,5,18,1097,5,624,1,0
251,514,1,2026-03-22,29,1,7,1008,1,626,1,0
252,515,1,2025-04-25,29,1,7,1012,1,627,1,0
253,522,1,2021-07-30,29,1,8,1016,1,636,1,0
254,523,1,2026-10-16,29,5,18,1098,5,637,1,0
255,526,1,2024-02-16,29,1,10,1032,1,638,1,0
256,528,1,2023-12-21,29,1,12,1048,1,641,1,0
257,529,1,2026-09-05,29,1,10,1030,1,643,1,0
258,534,1,2026-05-21,29,1,10,1031,1,649,1,0
259,535,1,2024-09-03,29,3,15,1074,3,650,1,0
260,537,1,2026-04-30,29,1,9,1026,1,652,1,0
261,540,2,2024-06-16,29,1,12,1047,1,655,1,0
262,542,2,2026-11-08,29,1,6,1002,1,658,1,0
263,544,1,2022-09-11,29,5,18,1094,5,659,1,0
264,545,1,2021-08-06,29,2,13,1054,2,661,1,0
265,546,1,2022-02-24,29,1,8,1019,1,662,1,0
266,548,1,2023-03-04,29,2,13,1056,2,664,1,0
267,549,1,2025-09-24,29,1,11,1043,1,665,1,0
268,550,1,2021-06-24,29,2,13,1058,2,666,1,0
269,554,1,2024-12-11,29,2,14,1059,2,668,1,0
270,555,1,2023-09-27,29,3,15,1068,3,670,1,0
271,557,1,2026-01-08,29,1,11,1041,1,671,1,0
272,558,1,2022-03-25,29,1,8,1018,1,672,1,0
273,559,1,2022-11-26,29,4,17,1087,4,673,1,0
274,563,1,2022-08-13,29,1,6,1006,1,679,1,0
275,565,1,2021-08-07,29,1,11,1041,1,680,1,0
276,566,1,2025-02-01,29,8,21,1119,8,681,1,0
277,570,1,2024-11-18,29,2,14,1063,2,686,1,0
278,572,1,2021-07-28,29,2,13,1058,2,689,1,0
279,573,1,2022-08-16,29,1,8,1016,1,690,1,0
280,575,1,2025-12-09,29,5,18,1097,5,691,1,0
281,578,1,2021-09-05,29,6,19,1102,6,695,1,0
282,581,1,2026-12-28,29,5,18,1093,5,697,1,0
283,585,1,2024-05-17,29,8,21,1114,8,701,1,0
284,587,1,2022-06-26,29,7,20,1112,7,704,1,0
285,588,1,2026-08-05,29,1,11,1042,1,705,1,0
286,589,1,2021-08-19,29,1,12,1050,1,706,1,0
287,601,1,2026-11-20,29,5,18,1094,5,715,1,0
288,603,2,2025-06-16,29,1,7,1009,1,716,1,0
289,608,1,2026-03-28,29,3,16,1084,3,720,1,0
290,609,1,2026-02-07,29,1,12,1047,1,721,1,0
291,613,1,2026-09-24,29,4,17,1086,4,727,1,0
292,617,1,2021-10-18,29,1,12,1048,1,730,1,0
293,623,1,2024-12-28,29,1,8,1015,1,740,1,0
294,626,1,2025-07-10,29,1,11,1044,1,742,1,0
295,634,1,2022-05-04,29,7,20,1110,7,750,1,0
296,637,2,2026-04-16,29,6,19,1100,6,751,1,0
297,641,1,2021-09-27,29,5,18,1098,5,757,1,0
298,643,1,2023-01-24,29,1,8,1017,1,760,1,0
299,647,1,2022-08-06,29,1,7,1014,1,763,1,0
300,649,2,2025-08-04,29,2,13,1056,2,764,1,0
301,651,1,2022-11-01,29,1,8,1015,1,765,1,0
302,653,1,2021-10-20,29,1,10,1033,1,767,1,0
303,659,1,2024-07-21,29,1,10,1032,1,774,1,0
304,661,1,2026-02-03,29,6,19,1100,6,779,1,0
305,662,1,2025-06-19,29,5,18,1096,5,781,1,0
306,668,1,2023-05-21,29,1,11,1039,1,787,1,0
307,669,1,2026-07-19,29,1,10,1034,1,788,1,0
308,672,1,2025-08-01,29,1,8,1020,1,790,1,0
309,674,1,2023-02-09,29,4,17,1091,4,793,1,0
310,675,1,2023-07-06,29,1,12,1049,1,794,1,0
311,680,1,2024-05-28,29,1,12,1047,1,800,1,0
312,685,2,2023-09-10,29,7,20,1109,7,802,1,0
313,686,1,2023-07-07,29,1,6,1005,1,803,1,0
314,689,1,2025-02-05,29,2,14,1063,2,808,1,0
315,690,1,2021-10-09,29,5,18,1094,5,810,1,0
316,691,1,2025-07-09,29,2,13,1054,2,811,1,0
317,693,1,2021-02-02,29,2,13,1055,2,812,1,0
318,695,1,2021-09-06,29,1,6,1002,1,814,1,0
319,696,1,2024-05-05,29,7,20,1107,7,815,1,0
320,697,1,2022-07-19,29,4,17,1090,4,816,1,0
321,700,1,2024-03-08,29,3,16,1076,3,820,1,0
322,702,1,2026-11-30,29,3,15,1070,3,822,1,0
323,703,1,2022-07-13,29,1,10,1033,1,823,1,0
324,708,1,2026-12-20,29,4,17,1092,4,827,1,0
325,709,1,2023-07-13,29,6,19,1100,6,828,1,0
326,711,1,2023-12-06,29,4,17,1085,4,829,1,0
327,712,1,2023-05-20,29,1,7,1009,1,830,1,0
328,715,1,2021-01-11,29,1,8,1019,1,833,1,0
329,716,1,2026-09-07,29,1,7,1014,1,834,1,0
330,717,1,2023-11-12,29,3,15,1074,3,836,1,0
331,718,1,2022-04-25,29,2,14,1062,2,837,1,0
332,719,1,2026-05-17,29,1,8,1018,1,838,1,0
333,720,1,2026-07-16,29,1,6,1001,1,839,1,0
334,722,1,2021-08-03,29,1,8,1018,1,842,1,0
335,725,1,2022-10-14,29,8,21,1121,8,844,1,0
336,726,1,2022-01-27,29,1,12,1050,1,845,1,0
337,728,1,2023-03-13,29,1,10,1031,1,847,1,0
338,729,1,2027-01-17,29,1,6,1005,1,849,1,0
339,730,1,2021-06-25,29,2,13,1057,2,850,1,0
340,732,1,2021-06-24,29,3,16,1079,3,853,1,0
341,733,1,2025-01-10,29,1,9,1022,1,855,1,0
342,735,2,2023-06-28,29,5,18,1097,5,857,1,0
343,737,1,2025-08-25,29,1,6,1005,1,858,1,0
344,742,1,2026-11-26,29,1,8,1021,1,864,1,0
345,746,1,2025-06-19,29,8,21,1116,8,868,1,0
346,747,1,2023-05-29,29,1,12,1048,1,869,1,0
347,748,1,2022-11-13,29,7,20,1105,7,871,1,0
348,749,1,2025-11-29,29,3,15,1067,3,872,1,0
349,750,1,2024-11-07,29,2,14,1060,2,873,1,0
350,751,1,2026-01-04,29,1,6,1006,1,875,1,0
351,752,2,2025-04-17,29,1,6,1006,1,876,1,0
352,757,1,2022-02-21,29,1,8,1020,1,879,1,0
353,759,1,2024-12-02,29,3,16,1080,3,881,1,0
354,760,1,2024-02-24,29,8,21,1114,8,882,1,0
355,762,1,2022-06-29,29,4,17,1085,4,885,1,0
356,765,1,2021-09-20,29,4,17,1090,4,887,1,0
357,767,1,2021-07-04,29,1,12,1048,1,889,1,0
358,768,1,2023-11-12,29,1,11,1044,1,892,1,0
359,773,1,2022-04-21,29,6,19,1102,6,897,1,0
360,774,1,2023-04-17,29,5,18,1098,5,899,1,0
361,775,1,2021-08-07,29,1,10,1030,1,900,1,0
362,777,1,2023-07-14,29,3,16,1081,3,902,1,0
363,779,1,2024-09-15,29,7,20,1110,7,904,1,0
364,780,1,2024-05-26,29,1,11,1044,1,907,1,0
365,781,1,2021-05-29,29,1,10,1033,1,908,1,0
366,783,1,2022-09-28,29,1,8,1019,1,910,1,0
367,784,1,2026-08-27,29,1,11,1037,1,913,1,0
368,786,1,2021-02-19,29,1,8,1020,1,914,1,0
369,788,1,2022-06-24,29,3,16,1081,3,917,1,0
370,791,1,2022-05-27,29,1,6,1002,1,920,1,0
371,796,1,2022-02-24,29,7,20,1111,7,928,1,0
372,798,1,2021-05-28,29,4,17,1092,4,929,1,0
373,799,1,2023-08-11,29,1,8,1021,1,931,1,0
374,802,1,2025-10-28,29,2,13,1054,2,936,1,0
375,803,1,2021-12-01,29,2,13,1052,2,937,1,0
376,804,1,2025-02-13,29,5,18,1093,5,939,1,0
377,807,1,2021-10-15,29,2,14,1061,2,944,1,0
378,808,1,2025-08-27,29,3,15,1071,3,947,1,0
379,810,1,2023-02-25,29,6,19,1103,6,948,1,0
380,811,1,2024-08-13,29,1,9,1026,1,949,1,0
381,815,2,2022-10-04,29,1,11,1038,1,951,1,0
382,816,1,2021-05-09,29,1,6,1003,1,954,1,0
383,817,1,2026-08-17,29,8,21,1120,8,955,1,0
384,818,1,2026-02-01,29,2,14,1063,2,957,1,0
385,819,1,2024-09-18,29,6,19,1100,6,958,1,0
386,822,1,2025-06-22,29,1,8,1017,1,960,1,0
387,823,1,2024-11-14,29,8,21,1114,8,961,1,0
388,825,1,2021-03-16,29,7,20,1113,7,965,1,0
389,826,1,2025-06-04,29,1,7,1008,1,966,1,0
390,830,1,2026-06-26,29,1,10,1032,1,968,1,0
391,837,1,2022-09-20,29,1,7,1007,1,972,1,0
392,838,1,2022-08-12,29,1,9,1022,1,974,1,0
393,839,1,2025-06-22,29,3,15,1073,3,977,1,0
394,841,1,2021-10-25,29,1,9,1028,1,980,1,0
395,843,1,2026-07-15,29,1,8,1019,1,982,1,0
396,844,1,2024-01-17,29,3,15,1070,3,984,1,0
397,849,1,2025-03-14,29,2,14,1060,2,990,1,0
398,850,2,2025-08-02,29,2,13,1054,2,991,1,0
399,851,1,2025-12-16,29,3,16,1078,3,992,1,0
400,853,1,2021-07-01,29,2,13,1058,2,993,1,0
401,855,2,2024-07-26,29,1,9,1024,1,994,1,0
402,856,1,2025-06-19,29,3,16,1076,3,996,1,0
403,857,1,2024-10-25,29,3,16,1077,3,997,1,0
404,858,1,2023-12-02,29,1,8,1020,1,999,1,0
405,859,1,2025-09-29,29,5,18,1097,5,1002,1,0
406,863,1,2026-05-14,29,3,16,1082,3,1005,1,0
407,865,1,2026-09-03,29,5,18,1097,5,1007,1,0
408,866,1,2022-02-21,29,6,19,1102,6,1008,1,0
409,869,1,2022-07-11,29,1,6,1002,1,1011,1,0
410,872,1,2025-12-17,29,1,9,1024,1,1016,1,0
411,876,2,2024-11-04,29,1,10,1030,1,1019,1,0
412,877,1,2022-10-27,29,1,12,1048,1,1020,1,0
413,881,1,2022-11-24,29,2,13,1057,2,1023,1,0
414,884,1,2025-06-23,29,5,18,1096,5,1025,1,0
415,885,1,2023-06-05,29,5,18,1098,5,1026,1,0
416,886,2,2024-10-09,29,1,9,1026,1,1029,1,0
417,887,1,2023-08-31,29,1,8,1016,1,1030,1,0
418,889,1,2024-10-12,29,2,13,1055,2,1033,1,0
419,890,2,2021-10-23,29,3,16,1079,3,1036,1,0
420,893,1,2025-07-09,29,8,21,1118,8,1038,1,0
421,894,1,2023-10-31,29,1,8,1018,1,1040,1,0
422,897,1,2025-01-01,29,6,19,1102,6,1044,1,0
423,902,1,2022-11-30,29,8,21,1118,8,1046,1,0
424,906,1,2025-09-02,29,1,8,1017,1,1050,1,0
425,909,1,2022-10-15,29,3,16,1083,3,1053,1,0
426,910,1,2021-08-06,29,1,10,1029,1,1054,1,0
427,911,1,2024-01-01,29,8,21,1120,8,1055,1,0
428,912,1,2024-11-19,29,2,14,1059,2,1056,1,0
429,914,1,2023-11-25,29,4,17,1090,4,1057,1,0
430,915,1,2023-01-10,29,1,7,1007,1,1058,1,0
431,918,1,2023-06-05,29,8,21,1117,8,1063,1,0
432,919,1,2025-04-12,29,4,17,1085,4,1066,1,0
433,921,1,2021-05-13,29,2,14,1064,2,1068,1,0
434,922,1,2024-03-29,29,2,13,1058,2,1069,1,0
435,923,1,2025-04-03,29,1,9,1022,1,1072,1,0
436,925,1,2024-07-22,29,1,12,1051,1,1073,1,0
437,927,1,2022-07-25,29,6,19,1102,6,1074,1,0
438,928,1,2021-09-02,29,3,16,1075,3,1075,1,0
439,930,1,2021-07-23,29,8,21,1114,8,1077,1,0
440,933,1,2023-04-07,29,8,21,1114,8,1078,1,0
441,934,1,2026-05-25,29,5,18,1094,5,1079,1,0
442,938,1,2026-12-18,29,1,10,1034,1,1085,1,0
443,939,1,2022-01-08,29,1,10,1034,1,1087,1,0
444,941,1,2025-11-04,29,1,6,1003,1,1089,1,0
445,942,1,2023-01-17,29,3,16,1083,3,1091,1,0
446,945,1,2022-06-21,29,1,10,1030,1,1093,1,0
447,946,1,2023-06-17,29,2,13,1053,2,1095,1,0
448,947,1,2021-04-02,29,2,14,1063,2,1098,1,0
449,954,1,2022-11-26,29,3,15,1074,3,1105,1,0
450,955,2,2021-10-08,29,8,21,1114,8,1107,1,0
451,961,1,2025-05-06,29,2,14,1059,2,1114,1,0
452,962,1,2025-07-12,29,1,7,1009,1,1115,1,0
453,965,1,2027-03-05,29,1,9,1028,1,1120,1,0
454,966,1,2026-06-17,29,3,16,1078,3,1123,1,0
455,967,2,2023-02-28,29,1,8,1015,1,1124,1,0
456,971,1,2026-08-11,29,2,13,1055,2,1131,1,0
457,972,1,2022-01-25,29,4,17,1090,4,1132,1,0
